facility_id,facility_type,longitude_clean,latitude_clean,geom,med_officers,nurses_midwives,chews,lab_scientists,pharm_techs,adequacy_status
HF00785,Comprehensive Health Centre,8.533487,7.371664,\x01\x01\x00\x00\x00\xAB\xAEC5%\x11!@\xF5f\xD4|\x95|\x1D@,0.0,11.0,15.0,2.0,5.0,inadequate
HF00092,Primary Health Centre,7.377988,9.715044,"\x01\x01\x00\x00\x00.\x1FII\x0F\x83\x1D@\xEDfF?\x1An#@",1.0,0.0,2.0,0.0,0.0,inadequate
HF00835,Primary Health Centre,9.596073,8.626605,"\x01\x01\x00\x00\x00\xA6\x0E\xF2z01#@)\x05\xDD^\xD2@!@",0.0,3.0,7.0,0.0,2.0,adequate
HF00776,Primary Health Centre,8.748026,7.721966,\x01\x01\x00\x00\x00\x8A\x1D\x8DC\xFD~!@\xB6K\x1B\x0EK\xE3\x1E@,1.0,5.0,3.0,1.0,2.0,adequate
HF00423,Cottage Hospital,7.959241,8.730055,\x01\x01\x00\x00\x00\xE9\xED\xCFEC\xD6\x1F@\x04\x90\xDA\xC4\xC9u!@,,,,,,no_personnel_record
HF00615,Comprehensive Health Centre,7.601149,10.788938,\x01\x01\x00\x00\x00\xA9\x17|\x9A\x93g\x1E@\xAF$y\xAE\xEF\x93%@,2.0,6.0,10.0,0.0,0.0,inadequate
HF00257,Primary Health Centre,8.028324,8.318118,\x01\x01\x00\x00\x00Ab\xBB{\x80\x0E @\xB1\x89\xCC\x5C\xE0\xA2 @,,,,,,no_personnel_record
HF901326,Primary Health Centre,10.55459,9.870037,"\x01\x01\x00\x00\x00\x95`q8\xF3\x1B%@\xB2\x9EZ}u\xBD#@",,,,,,no_personnel_record
HF00487,Primary Health Centre,8.416361,10.051751,\x01\x01\x00\x00\x00\xE3\xA8\xDCD-\xD5 @\x12\x12i\x1B\x7F\x1A$@,1.0,1.0,3.0,1.0,1.0,inadequate
HF900254,Primary Health Centre,7.863119,8.300637,\x01\x01\x00\x00\x00\x939\x96w\xD5s\x1F@c\xEF\xC5\x17\xED\x99 @,,,,,,no_personnel_record
HF01277,General Hospital,9.906101,9.89263,"\x01\x01\x00\x00\x00\xEC\xBEcx\xEC\xCF#@b\xDB\xA2\xCC\x06\xC9#@",0.0,8.0,25.0,4.0,1.0,inadequate
HF00450,Health Post,7.399633,8.90719,\x01\x01\x00\x00\x00\x06\x9C\xA5d9\x99\x1D@8\x84*5{\xD0!@,1.0,1.0,1.0,1.0,1.0,inadequate
HF00335,Primary Health Centre,8.282042,7.689059,\x01\x01\x00\x00\x00f2\x1C\xCFg\x90 @\xD0\x0E\xB8\xAE\x98\xC1\x1E@,0.0,3.0,2.0,1.0,0.0,inadequate
HF00673,Health Post,8.780939,11.127303,\x01\x01\x00\x00\x00\x86W\x92<\xD7\x8F!@\x89]\xDB\xDB-A&@,0.0,0.0,0.0,0.0,1.0,inadequate
HF00030,Cottage Hospital,6.2699,9.78267,"\x01\x01\x00\x00\x00\xF8\xC2d\xAA`\x14\x19@\xE2\x1EK\x1F\xBA\x90#@",0.0,17.0,16.0,6.0,1.0,inadequate
HF01151,Comprehensive Health Centre,10.559593,9.358575,\x01\x01\x00\x00\x00\x1C$D\xF9\x82\x1E%@\x8FSt$\x97\xB7\x22@,1.0,6.0,5.0,1.0,1.0,adequate
HF00970,Primary Health Centre,9.721687,10.423517,"\x01\x01\x00\x00\x00\x8E\xE5]\xF5\x80q#@\x9E\x99`8\xD7\xD8$@",1.0,2.0,2.0,1.0,0.0,inadequate
HF00518,Primary Health Centre,8.192224,9.639157,"\x01\x01\x00\x00\x00:\x03#/kb @\xDA\x04\x18\x96?G#@",0.0,0.0,0.0,1.0,1.0,inadequate
HF900512,Primary Health Centre,8.1,10.52,\x01\x01\x00\x00\x00333333 @\x0A\xD7\xA3p=\x0A%@,,,,,,no_personnel_record
HF900825,Primary Health Centre,9.230967,8.23195,\x01\x01\x00\x00\x00\x14\xE9~NAv\x22@I\x9D\x80&\xC2v @,,,,,,no_personnel_record
HF00676,Cottage Hospital,7.898121,10.954963,\x01\x01\x00\x00\x00<g\x0B\x08\xAD\x97\x1F@\xB4\xC7\x0B\xE9\xF0\xE8%@,4.0,0.0,12.0,1.0,6.0,inadequate
HF00041,Primary Health Centre,6.473236,9.61267,"\x01\x01\x00\x00\x00\xD0(]\xFA\x97\xE4\x19@\x0B{\xDA\xE1\xAF9#@",,,,,,no_personnel_record
HF00017,Primary Health Centre,5.866775,8.909237,\x01\x01\x00\x00\x00+\xF6\x97\xDD\x93w\x17@U\xA0\x16\x83\x87\xD1!@,2.0,4.0,0.0,0.0,1.0,inadequate
HF01322,Primary Health Centre,10.481587,9.86026,"\x01\x01\x00\x00\x00\x85[>\x92\x92\xF6$@*\x1D\xAC\xFFs\xB8#@",1.0,3.0,6.0,0.0,0.0,adequate
HF00990,General Hospital,,,,0.0,23.0,40.0,15.0,5.0,inadequate
HF01121,Primary Health Centre,9.336942,11.105304,\x01\x01\x00\x00\x004Lm\xA9\x83\xAC\x22@\xA6F\xE8g\xEA5&@,0.0,2.0,6.0,2.0,0.0,adequate
HF01105,Primary Health Centre,9.026423,11.494417,"\x01\x01\x00\x00\x00s\xB9\xC1P\x87\x0D\x22@A,\x9B9$\xFD&@",1.0,4.0,1.0,1.0,1.0,inadequate
HF00542,Primary Health Centre,8.907795,10.389694,\x01\x01\x00\x00\x00\xD4\xF1\x98\x81\xCA\xD0!@\x15\xE5\xD2\xF8\x85\xC7$@,1.0,3.0,9.0,1.0,0.0,adequate
HF00668,Health Post,10.779479,8.691083,\x01\x01\x00\x00\x00k\xD6\x19\xDF\x17\x8F%@\xA5\xA4\x87\xA1\xD5a!@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00645,General Hospital,8.74827,10.749672,\x01\x01\x00\x00\x00\xE5\x27\xD5>\x1D\x7F!@.t%\x02\xD5\x7F%@,0.0,56.0,26.0,7.0,4.0,inadequate
HF00541,Health Post,8.758937,10.43891,\x01\x01\x00\x00\x00\xDEr\xF5c\x93\x84!@T\xC6\xBF\xCF\xB8\xE0$@,0.0,2.0,2.0,1.0,0.0,adequate
HF00545,Primary Health Centre,8.91,10.15,\x01\x01\x00\x00\x00R\xB8\x1E\x85\xEB\xD1!@\xCD\xCC\xCC\xCC\xCCL$@,0.0,3.0,6.0,0.0,2.0,adequate
HF01061,Health Post,10.26702,10.634883,\x01\x01\x00\x00\x00\x7F\xC1n\xD8\xB6\x88$@\x9F\x92sb\x0FE%@,1.0,1.0,2.0,0.0,0.0,adequate
HF00897,Primary Health Centre,8.426733,9.025432,\x01\x01\x00\x00\x00y?n\xBF|\xDA @3\x8BPl\x05\x0D\x22@,2.0,4.0,7.0,1.0,3.0,adequate
HF00451,Health Post,7.470794,8.702362,\x01\x01\x00\x00\x00\xB2\x9C\x84\xD2\x17\xE2\x1D@\x04\xE8\xF7\xFD\x9Bg!@,0.0,3.0,3.0,0.0,0.0,adequate
HF00250,Health Post,7.82337,8.006812,\x01\x01\x00\x00\x00\xB3\x07Z\x81!K\x1F@\xD2p\xCA\xDC|\x03 @,1.0,1.0,1.0,0.0,0.0,inadequate
HF01203,General Hospital,9.38731,9.419656,"\x01\x01\x00\x00\x00\xD8\xD3\x0E\x7FM\xC6\x22@\xEE#\xB7&\xDD\xD6\x22@",20.0,56.0,30.0,3.0,0.0,inadequate
HF00602,Primary Health Centre,7.521693,10.210758,\x01\x01\x00\x00\x00a5\x96\xB06\x16\x1E@\xA1\xBD\xFAx\xE8k$@,0.0,6.0,7.0,2.0,0.0,adequate
HF00610,Health Post,7.580064,10.90938,\x01\x01\x00\x00\x00\x08Y\x16L\xFCQ\x1E@\xE1E_A\x9A\xD1%@,0.0,0.0,3.0,0.0,0.0,adequate
HF00011,Health Post,5.648793,9.306261,\x01\x01\x00\x00\x00\xB3~31]\x98\x16@\x9C\x14\xE6=\xCE\x9C\x22@,0.0,2.0,3.0,0.0,1.0,adequate
HF00757,Health Post,8.312096,7.821255,\x01\x01\x00\x00\x00\xC2l\x02\x0C\xCB\x9F @\xB7\xB4\x1A\x12\xF7H\x1F@,0.0,2.0,2.0,1.0,0.0,adequate
HF01025,Comprehensive Health Centre,10.495448,11.155514,"\x01\x01\x00\x00\x00\xBA\xBC9\x5C\xAB\xFD$@\xEA#\xF0\x87\x9FO&@",0.0,5.0,20.0,8.0,0.0,inadequate
HF00891,Health Post,8.19065,8.941948,\x01\x01\x00\x00\x00\xFD\xF6u\xE0\x9Ca @\xB2\x10\x1D\x02G\xE2!@,0.0,3.0,3.0,1.0,0.0,adequate
HF00066,Health Post,,,,0.0,1.0,1.0,1.0,1.0,inadequate
HF00999,Health Post,10.431509,10.793258,\x01\x01\x00\x00\x00\xFD\xDBe\xBF\xEE\xDC$@\xAB\x94\x9E\xE9%\x96%@,1.0,2.0,1.0,1.0,1.0,inadequate
HF01120,Comprehensive Health Centre,9.393041,11.200785,\x01\x01\x00\x00\x00j\xF9\x81\xAB<\xC9\x22@\x02\x0E\xA1J\xCDf&@,1.0,8.0,0.0,0.0,3.0,inadequate
HF00828,Primary Health Centre,9.572571,8.68425,"\x01\x01\x00\x00\x00\xAAF\xAF\x06(%#@u\x93\x18\x04V^!@",0.0,1.0,3.0,1.0,1.0,inadequate
HF00783,Health Post,8.428234,7.480305,\x01\x01\x00\x00\x00\x0E\x12\xA2|A\xDB @\xCFk\xEC\x12\xD5\xEB\x1D@,1.0,1.0,2.0,1.0,1.0,adequate
HF01023,Cottage Hospital,10.360787,11.059269,\x01\x01\x00\x00\x00\xD7\xA4\xDB\x12\xB9\xB8$@PU\xA1\x81X\x1E&@,0.0,25.0,10.0,0.0,6.0,inadequate
HF00724,Health Post,,,,1.0,3.0,3.0,1.0,0.0,adequate
HF00169,Comprehensive Health Centre,6.39998,9.862026,"\x01\x01\x00\x00\x00a7l[\x94\x99\x19@x\x9A\xCCx[\xB9#@",7.0,12.0,11.0,0.0,0.0,inadequate
HF00227,Primary Health Centre,6.591324,10.344154,\x01\x01\x00\x00\x00\x10\x5C\xE5\x09\x84]\x1A@>\x93\xFD\xF34\xB0$@,1.0,10.0,8.0,0.0,0.0,adequate
HF00914,Comprehensive Health Centre,8.385701,9.11997,\x01\x01\x00\x00\x00\xA9\x11\xFA\x99z\xC5 @\x93\x005\xB5l=\x22@,4.0,4.0,7.0,0.0,0.0,inadequate
HF00194,Primary Health Centre,6.721752,10.892784,\x01\x01\x00\x00\x00VJ\xCF\xF4\x12\xE3\x1A@\xBD\xC8\x04\xFC\x1A\xC9%@,1.0,4.0,4.0,3.0,1.0,adequate
HF00372,Comprehensive Health Centre,6.746916,8.790428,\x01\x01\x00\x00\x00\xC1oC\x8C\xD7\xFC\x1A@u\xAF\x93\xFA\xB2\x94!@,,,,,,no_personnel_record
HF00971,Comprehensive Health Centre,,,,3.0,7.0,5.0,0.0,2.0,inadequate
HF00509,Comprehensive Health Centre,7.725137,10.236117,"\x01\x01\x00\x00\x00lzPP\x8A\xE6\x1E@,\x0F\xD2S\xE4x$@",1.0,1.0,6.0,1.0,5.0,inadequate
HF00296,General Hospital,7.808796,7.565334,\x01\x01\x00\x00\x00\xDF\x8A\xC4\x045<\x1F@xD\x85\xEA\xE6B\x1E@,7.0,0.0,27.0,7.0,6.0,inadequate
HF00666,Primary Health Centre,8.618799,10.905515,\x01\x01\x00\x00\x00R\x98\xF78\xD3<!@+\x13~\xA9\x9F\xCF%@,4.0,4.0,2.0,2.0,1.0,inadequate
HF00819,Primary Health Centre,9.204815,8.263696,"\x01\x01\x00\x00\x00\xE2u\xFD\x82\xDDh\x22@\x0A,\x80)\x03\x87 @",,,,,,no_personnel_record
HF00830,Comprehensive Health Centre,9.54,8.81,"\x01\x01\x00\x00\x00\x14\xAEG\xE1z\x14#@\x1F\x85\xEBQ\xB8\x9E!@",0.0,2.0,10.0,0.0,3.0,inadequate
HF01144,Comprehensive Health Centre,10.396754,9.058442,"\x01\x01\x00\x00\x00G\x1D\x1DW#\xCB$@\xF8l\x1D\x1C\xEC\x1D\x22@",2.0,5.0,8.0,1.0,1.0,adequate
HF01301,Health Post,10.819718,10.313852,\x01\x01\x00\x00\x00\x93\xE2\xE3\x13\xB2\xA3%@\x82\x91\x975\xB1\xA0$@,1.0,2.0,2.0,1.0,0.0,adequate
HF01066,Comprehensive Health Centre,9.926922,10.841498,"\x01\x01\x00\x00\x00\xC5\xE27\x85\x95\xDA#@\x7FLk\xD3\xD8\xAE%@",,,,,,no_personnel_record
HF01141,Primary Health Centre,9.758325,9.207863,"\x01\x01\x00\x00\x00xz\xA5,C\x84#@\xCE\x18\xE6\x04mj\x22@",1.0,1.0,2.0,0.0,1.0,inadequate
HF01111,Health Post,9.150012,11.448473,"\x01\x01\x00\x00\x00\xDE\x03t_\xCEL\x22@,G\xC8@\x9E\xE5&@",0.0,1.0,3.0,0.0,0.0,adequate
HF00144,General Hospital,7.110716,10.161562,\x01\x01\x00\x00\x00d\x93\xFC\x88_q\x1C@~\x8D$A\xB8R$@,0.0,21.0,15.0,0.0,12.0,inadequate
HF01207,Health Post,9.33712,9.26231,\x01\x01\x00\x00\x00\xB1\xA7\x1D\xFE\x9A\xAC\x22@\xD8\xD3\x0E\x7FM\x86\x22@,,,,,,no_personnel_record
HF00727,Primary Health Centre,8.806673,8.208086,\x01\x01\x00\x00\x00\xE6!S>\x04\x9D!@\xCB\x82\x89?\x8Aj @,0.0,6.0,7.0,1.0,1.0,adequate
HF00035,Primary Health Centre,6.30289,9.608775,"\x01\x01\x00\x00\x00J$\xD1\xCB(6\x19@\xAB>W[\xB17#@",3.0,0.0,0.0,0.0,0.0,inadequate
HF00142,Cottage Hospital,6.991348,9.183805,"\x01\x01\x00\x00\x00\xEE\xD1\x1B\xEE#\xF7\x1B@\xBC\xAE_\xB0\x1B^\x22@",1.0,4.0,4.0,0.0,0.0,inadequate
HF00333,Primary Health Centre,8.194767,7.602103,\x01\x01\x00\x00\x00\x19\xAE\x0E\x80\xB8c @@KW\xB0\x8Dh\x1E@,2.0,0.0,3.0,1.0,1.0,inadequate
HF01168,Comprehensive Health Centre,10.225214,8.529901,\x01\x01\x00\x00\x00\xE33\xD9?Os$@C<\x12/O\x0F!@,0.0,3.0,3.0,0.0,1.0,inadequate
HF00419,Primary Health Centre,7.904583,8.697773,\x01\x01\x00\x00\x00\xFD\x11\x86\x01K\x9E\x1F@I\x10\xAE\x80Be!@,0.0,3.0,5.0,2.0,1.0,adequate
HF01175,Primary Health Centre,9.551555555555556,9.172472222222222,"\x01\x01\x00\x00\x00\x92\x13b}e\x1A#@f\xD3sGNX\x22@",1.0,4.0,2.0,0.0,0.0,inadequate
HF00399,Primary Health Centre,7.013449,8.422234,\x01\x01\x00\x00\x00\xD6\xA7\x1C\x93\xC5\x0D\x1C@\xBE\x84\x0A\x0E/\xD8 @,0.0,3.0,3.0,0.0,1.0,adequate
HF00189,Health Post,6.600439,10.953746,\x01\x01\x00\x00\x00\xC6\xF80{\xD9f\x1A@\xB3aMeQ\xE8%@,0.0,0.0,1.0,0.0,0.0,inadequate
HF01254,Health Post,9.513872,9.954761,"\x01\x01\x00\x00\x00\x04\xA9\x14;\x1A\x07#@\x15\xFE\x0Co\xD6\xE8#@",0.0,1.0,0.0,1.0,0.0,inadequate
HF00249,Health Post,7.455173,7.636999,\x01\x01\x00\x00\x00\xBE\x16\xF4\xDE\x18\xD2\x1D@\xBDVBwI\x8C\x1E@,0.0,0.0,2.0,0.0,0.0,adequate
HF900431,Cottage Hospital,7.906886,8.425708,"\x01\x01\x00\x00\x00\x10\xCD<\xB9\xA6\xA0\x1F@\x88J#f\xF6\xD9 @",,,,,,no_personnel_record
HF01218,Health Post,8.979999,9.5144,"\x01\x01\x00\x00\x00\xB49\xCEm\xC2\xF5!@\xF3\x1F\xD2o_\x07#@",0.0,1.0,2.0,0.0,0.0,adequate
HF01311,Comprehensive Health Centre,10.334917,10.116757,\x01\x01\x00\x00\x00\xB6\xBF\xB3=z\xAB$@|(\xD1\x92\xC7;$@,2.0,6.0,11.0,1.0,0.0,adequate
HF00801,Comprehensive Health Centre,9.819443,8.27934,"\x01\x01\x00\x00\x00L\xDFk\x08\x8E\xA3#@\xE5\xED\x08\xA7\x05\x8F @",2.0,6.0,8.0,1.0,3.0,adequate
HF00984,Primary Health Centre,10.038169,11.125108,\x01\x01\x00\x00\x00*q\x1D\xE3\x8A\x13$@\x9A\xEF\xE0\x27\x0E@&@,1.0,2.0,5.0,2.0,0.0,adequate
HF01029,Health Post,10.584043,11.178806,\x01\x01\x00\x00\x00[\xEA \xAF\x07+%@;\xA8\xC4u\x8C[&@,1.0,2.0,1.0,1.0,2.0,inadequate
HF01020,Primary Health Centre,10.271422,11.190023,\x01\x01\x00\x00\x00o\xD4\x0A\xD3\xF7\x8A$@\xC2\xF9\xD4\xB1Ja&@,3.0,8.0,8.0,1.0,0.0,adequate
HF01106,Health Post,8.994841,11.638533,\x01\x01\x00\x00\x00\x9Bp\xAF\xCC[\xFD!@c\xD5 \xCC\xEDF\x27@,0.0,1.0,2.0,0.0,0.0,adequate
HF00166,Primary Health Centre,7.448197,9.986495,"\x01\x01\x00\x00\x00H\xA9\x84\x27\xF4\xCA\x1D@\xC5Ue\xDF\x15\xF9#@",2.0,3.0,1.0,0.0,1.0,inadequate
HF01224,Comprehensive Health Centre,9.260962,9.548068,"\x01\x01\x00\x00\x00\x5C\xFF\xAE\xCF\x9C\x85\x22@\xE0\xF7o^\x9C\x18#@",1.0,9.0,15.0,5.0,3.0,adequate
HF00952,Primary Health Centre,8.96997,10.806687,\x01\x01\x00\x00\x00\xC63h\xE8\x9F\xF0!@z7\x16\x14\x06\x9D%@,0.0,2.0,3.0,1.0,1.0,adequate
HF00722,Health Post,8.631305,8.292382,\x01\x01\x00\x00\x00A\x9A\xB1h:C!@\xCE\xE0\xEF\x17\xB3\x95 @,0.0,1.0,2.0,0.0,1.0,adequate
HF00436,Primary Health Centre,7.357893,8.479517,\x01\x01\x00\x00\x00\x8B\xDE\xA9\x80{n\x1D@\x87\xC0\x91@\x83\xF5 @,0.0,3.0,8.0,1.0,3.0,adequate
HF00188,Comprehensive Health Centre,6.494048,10.859272,\x01\x01\x00\x00\x00\xE9\x9D\x0A\xB8\xE7\xF9\x19@\xAE\xBC\xE4\x7F\xF2\xB7%@,2.0,13.0,8.0,2.0,0.0,adequate
HF01232,Health Post,9.47114,9.49912,\x01\x01\x00\x00\x00\xC5\xAC\x17C9\xF1\x22@\x1D\x8F\x19\xA8\x8C\xFF\x22@,1.0,4.0,0.0,1.0,0.0,inadequate
HF01199,Primary Health Centre,9.295288,9.483579,\x01\x01\x00\x00\x00p\xCD\x1D\xFD/\x97\x22@\x95\x10\xAC\xAA\x97\xF7\x22@,1.0,8.0,7.0,2.0,0.0,adequate
HF01052,Primary Health Centre,10.095227,10.658858,\x01\x01\x00\x00\x00sd\xE5\x97\xC10$@{j\xF5\xD5UQ%@,0.0,3.0,3.0,2.0,2.0,adequate
HF00478,Health Post,7.775339,9.250912,\x01\x01\x00\x00\x00\xDD@\x81w\xF2\x19\x1F@\x10Y\xA4\x89w\x80\x22@,0.0,2.0,2.0,0.0,0.0,adequate
HF00395,Primary Health Centre,6.83,8.31,\x01\x01\x00\x00\x00R\xB8\x1E\x85\xEBQ\x1B@\x1F\x85\xEBQ\xB8\x9E @,0.0,3.0,6.0,0.0,1.0,adequate
HF00073,Primary Health Centre,6.463764,9.383134,"\x01\x01\x00\x00\x00\xA3?4\xF3\xE4\xDA\x19@\xA9\xF8\xBF#*\xC4\x22@",0.0,5.0,3.0,0.0,1.0,adequate
HF01122,Primary Health Centre,9.380897,11.124742,\x01\x01\x00\x00\x00\xFDI|\xEE\x04\xC3\x22@\x11\xE0\xF4.\xDE?&@,0.0,5.0,4.0,0.0,0.0,adequate
HF00345,Primary Health Centre,6.919506,8.771637,\x01\x01\x00\x00\x002\xE7\x19\xFB\x92\xAD\x1B@a\xC4>\x01\x14\x8B!@,0.0,5.0,4.0,1.0,1.0,adequate
HF00532,Health Post,8.684833,10.030608,\x01\x01\x00\x00\x00qqTn\xA2^!@\xF0\xFD\x0D\xDA\xAB\x0F$@,1.0,2.0,1.0,0.0,0.0,inadequate
HF01024,Primary Health Centre,10.383265,11.282978,"\x01\x01\x00\x00\x00#gaO;\xC4$@\x98\xF9\x0E~\xE2\x90&@",0.0,7.0,10.0,3.0,0.0,adequate
HF00565,Health Post,6.95688,10.872176,\x01\x01\x00\x00\x002\xC9\xC8Y\xD8\xD3\x1B@R\xB6H\xDA\x8D\xBE%@,0.0,3.0,1.0,0.0,1.0,inadequate
HF00165,Health Post,7.463128,9.989509,"\x01\x01\x00\x00\x00\x93r\xF79>\xDA\x1D@\x012t\xEC\xA0\xFA#@",0.0,0.0,0.0,0.0,0.0,inadequate
HF00563,Primary Health Centre,7.743905,10.059836,\x01\x01\x00\x00\x00\xD2Ry;\xC2\xF9\x1E@6?\xFE\xD2\xA2\x1E$@,0.0,2.0,5.0,1.0,1.0,adequate
HF00969,Health Post,9.525729,10.561765,"\x01\x01\x00\x00\x00\x19\x1E\xFBY,\x0D#@+\x13~\xA9\x9F\x1F%@",0.0,1.0,1.0,0.0,0.0,inadequate
HF00705,Primary Health Centre,8.632523,11.445939,\x01\x01\x00\x00\x00\x85\xEF\xFD\x0D\xDAC!@\x9A\x05\xDA\x1DR\xE4&@,0.0,2.0,7.0,2.0,2.0,adequate
HF00409,Health Post,6.614101,8.260232,\x01\x01\x00\x00\x00z\xC3}\xE4\xD6t\x1A@\xCF\xBE\xF2 =\x85 @,0.0,1.0,2.0,1.0,0.0,adequate
HF00190,Primary Health Centre,6.64806,10.956638,\x01\x01\x00\x00\x00\x0Fbg\x0A\x9D\x97\x1A@\xC18\xB8t\xCC\xE9%@,1.0,2.0,2.0,2.0,1.0,inadequate
HF00882,Primary Health Centre,8.311822,9.347545,\x01\x01\x00\x00\x00\xBCX\x18\x22\xA7\x9F @\xD2\xC6\x11k\xF1\xB1\x22@,1.0,4.0,2.0,0.0,0.0,inadequate
HF00513,Comprehensive Health Centre,8.163622,10.377385,\x01\x01\x00\x00\x00\xEE\xCFEC\xC6S @~\x00R\x9B8\xC1$@,0.0,7.0,12.0,1.0,3.0,inadequate
HF00596,Health Post,7.389057,11.103716,\x01\x01\x00\x00\x00\x97\x1EM\xF5d\x8E\x1D@\xD5$xC\x1A5&@,0.0,0.0,3.0,0.0,0.0,adequate
HF01308,Health Post,10.411658,9.913495,"\x01\x01\x00\x00\x00\x06F^\xD6\xC4\xD2$@y\x1E\xDC\x9D\xB5\xD3#@",0.0,3.0,2.0,0.0,0.0,adequate
HF00809,Health Post,9.301706,7.974502,\x01\x01\x00\x00\x00\x92\x03v5y\x9A\x22@\xDF\x8B/\xDA\xE3\xE5\x1F@,1.0,1.0,0.0,0.0,0.0,inadequate
HF01181,General Hospital,9.695107,9.237374,"\x01\x01\x00\x00\x00\xFCp\x90\x10\xE5c#@g\xD7\xBD\x15\x89y\x22@",,,,,,no_personnel_record
HF01126,Health Post,9.573211,11.020342,"\x01\x01\x00\x00\x008j\x85\xE9{%#@pxADj\x0A&@",0.0,2.0,1.0,0.0,0.0,inadequate
HF00237,Health Post,7.422977,7.414021,\x01\x01\x00\x00\x00=\xD7\xF7\xE1 \xB1\x1D@\xCAm\xFB\x1E\xF5\xA7\x1D@,0.0,1.0,2.0,0.0,0.0,adequate
HF00351,Health Post,6.815043,9.044583,\x01\x01\x00\x00\x00\xBDU\xD7\xA1\x9AB\x1B@F\xEA=\x95\xD3\x16\x22@,0.0,0.0,1.0,0.0,0.0,inadequate
HF00959,General Hospital,9.151993,10.279802,\x01\x01\x00\x00\x00\x1Dq\xC8\x06\xD2M\x22@\xF6\xB5.5B\x8F$@,3.0,12.0,0.0,2.0,0.0,inadequate
HF00741,Primary Health Centre,8.351182,7.952004,\x01\x01\x00\x00\x00C\xE3\x89 \xCE\xB3 @\x0D\xA5\xF6\x22\xDA\xCE\x1F@,1.0,3.0,6.0,0.0,1.0,adequate
HF01247,Health Post,9.143997,10.083407,\x01\x01\x00\x00\x00\xB9q\x8B\xF9\xB9I\x22@\xD3\x83\x82R\xB4*$@,0.0,2.0,1.0,1.0,0.0,inadequate
HF00511,Health Post,8.07,10.21,"\x01\x01\x00\x00\x00\xA4p=\x0A\xD7# @\xECQ\xB8\x1E\x85k$@",0.0,1.0,2.0,0.0,0.0,adequate
HF00347,Primary Health Centre,6.928157,8.671094,\x01\x01\x00\x00\x00\xC16\xE2\xC9n\xB6\x1B@j\x15\xFD\xA1\x99W!@,1.0,4.0,3.0,2.0,0.0,adequate
HF01231,Comprehensive Health Centre,9.464037,9.545713,"\x01\x01\x00\x00\x00\x95D\xF6A\x96\xED\x22@\x0C\x01\xC0\xB1g\x17#@",0.0,0.0,9.0,0.0,1.0,inadequate
HF00032,Primary Health Centre,6.254289,9.755742,"\x01\x01\x00\x00\x00 \xEE\xEAUd\x04\x19@am\x8C\x9D\xF0\x82#@",2.0,1.0,3.0,2.0,0.0,inadequate
HF01053,Health Post,10.132632,10.416126,\x01\x01\x00\x00\x00_\xCElW\xE8C$@\xD5\x07\x92w\x0E\xD5$@,0.0,1.0,2.0,0.0,0.0,adequate
HF01222,Health Post,9.169447,9.814013,"\x01\x01\x00\x00\x00\x85\xCF\xD6\xC1\xC1V\x22@\xA6\x09\xDBO\xC6\xA0#@",0.0,1.0,3.0,0.0,1.0,adequate
HF01036,Comprehensive Health Centre,10.36,10.39,\x01\x01\x00\x00\x00\xB8\x1E\x85\xEBQ\xB8$@H\xE1z\x14\xAE\xC7$@,0.0,7.0,27.0,5.0,0.0,inadequate
HF00449,Primary Health Centre,7.254636,8.735905,\x01\x01\x00\x00\x00z\x89\xB1L\xBF\x04\x1D@\xFF\xECG\x8A\xC8x!@,2.0,1.0,5.0,1.0,0.0,inadequate
HF00808,Cottage Hospital,9.34822,7.990621,\x01\x01\x00\x00\x00Q\xA0O\xE4I\xB2\x22@[\xEC\xF6Ye\xF6\x1F@,3.0,3.0,16.0,1.0,5.0,inadequate
HF00457,Health Post,7.271787,9.09629,\x01\x01\x00\x00\x00l\xE9\xD1TO\x16\x1D@\x1A\xDDA\xECL1\x22@,1.0,1.0,1.0,1.0,0.0,inadequate
HF00076,Primary Health Centre,,,,0.0,3.0,2.0,0.0,0.0,inadequate
HF01153,Primary Health Centre,,,,0.0,0.0,0.0,1.0,1.0,inadequate
HF01208,Primary Health Centre,9.295321,9.50515,"\x01\x01\x00\x00\x00\xDF\xA4iP4\x97\x22@\x18&S\x05\xA3\x02#@",2.0,3.0,8.0,0.0,0.0,adequate
HF01148,Primary Health Centre,10.535799,9.429962,"\x01\x01\x00\x00\x00\x82u\x1C?T\x12%@\xA6\x0B\xB1\xFA#\xDC\x22@",,,,,,no_personnel_record
HF00725,Primary Health Centre,8.886652,8.207274,\x01\x01\x00\x00\x00\xB1\xDD=@\xF7\xC5!@I\x9FV\xD1\x1Fj @,0.0,6.0,5.0,1.0,0.0,adequate
HF00562,Primary Health Centre,7.667972,9.844426,"\x01\x01\x00\x00\x00)\x93\x1A\xDA\x00\xAC\x1E@\xC1\xC8\xCB\x9AX\xB0#@",1.0,0.0,4.0,1.0,1.0,inadequate
HF01103,Primary Health Centre,8.759997,11.433778,\x01\x01\x00\x00\x00\xC1\x1D\xA8S\x1E\x85!@\xD6rg&\x18\xDE&@,0.0,2.0,4.0,1.0,1.0,adequate
HF01134,Primary Health Centre,10.003927,11.502357,\x01\x01\x00\x00\x00\x8D$A\xB8\x02\x02$@V\xD5\xCB\xEF4\x01\x27@,1.0,1.0,4.0,0.0,1.0,inadequate
