facility_id,raw_lga_name,raw_sen_district,raw_longitude,raw_latitude,lon_parse_method,lat_parse_method,coord_status,lga_match_method,lga_match_score,matched_lga_code,matched_lga_canonical,matched_sen_district,sen_district_agrees
HF00131,Tambemi,Kukrima Central,7.032331,9.876326,clean,clean,included,exact,100.0,LGA092,Tambemi,Kukrima Central,True
HF00476,Ngetija,Agbzatu South,7.753388,8.960476,clean,clean,included,exact,100.0,LGA079,Ngetija,Agbzatu South,True
HF00703,Adekowo,Tivbetu South,8.714223,11.590589,clean,clean,included,exact,100.0,LGA002,Adekowo,Tivbetu South,True
HF00497,Agbtsiko,Tivbetu North,7.978348,9.937524,clean,clean,included,exact,100.0,LGA012,Agbtsiko  ,Tivbetu North,True
HF01085,Ekedeta East,Supwasa South,9.507048,11.547113,clean,clean,included,fuzzy,91.66666666666666,LGA032,Ekedeta-East,Supwasa South,True
HF00569,Ibajija-South ,Tivbetu Central,7.189703,10.771575,clean,clean,included,exact,100.0,LGA048,Ibajija-South,Tivbetu Central,True
HF00616,Tivbani,Tivbetu Central,7.62362,10.564237,clean,clean,included,exact,100.0,LGA096,Tivbani,Tivbetu Central,True
HF00248,Yobkosa-South,Agbzatu North,7.494263,7.59634,clean,clean,included,exact,100.0,LGA112,Yobkosa-South,Agbzatu North,True
HF01213,Yobrifa West,Agbkeko Central,9.070264,9.708487,clean,clean,included,fuzzy,91.66666666666666,LGA114,YOBRIFA-WEST,Agbkeko Central,True
HF900253,Agbmita,Agbzatu North,8.394384,7.88658,clean,clean,included,exact,100.0,LGA008,Agbmita  ,Agbzatu North,True
HF00490,Tivsano-North,Tivbetu North,8.463749,10.277329,clean,clean,included,exact,100.0,LGA100,Tivsano-North,Tivbetu Central,False
HF00894,LOKSAYI,Uzojina South,8.315355,8.89229,clean,clean,included,exact,100.0,LGA066,Loksayi  ,Uzojina South,True
HF00743,Agbkotu-South,Uzojina North,8.495016,8.147641,clean,clean,included,exact,100.0,LGA006,Agbkotu-South,Uzojina North,True
HF00994,ZAMBANI,Supwasa Central,10.279417,10.901836,clean,clean,included,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF00459,Umumayi,Agbzatu South,7.633257,9.456743,clean,clean,included,exact,100.0,LGA101,Umumayi,Agbzatu South,True
HF00638,Tamlufa-East LGA,Tivbetu South,8.553245,10.719561,clean,clean,included,exact,100.0,LGA093,Tamlufa-East Local Govt Area,Tivbetu South,True
HF00496,AGBTSIKO,Tivbetu North,7.973203,9.695171,clean,clean,included,exact,100.0,LGA012,Agbtsiko  ,Tivbetu North,True
HF00160,Wurmashi,Kukrima Central,7.277172,9.966112,clean,clean,included,exact,100.0,LGA107,Wurmashi Local Govt Area,Kukrima Central,True
HF00780,Nassako-Central,Uzojina North,7.409559,8.275578,clean,clean,included,exact,100.0,LGA075,Nassako-Central,Uzojina North,True
HF00256,Agbmita,Agbzatu North,7.921323,8.365892,clean,clean,included,exact,100.0,LGA008,Agbmita  ,Agbzatu North,True
HF00630,Joskeru,Tivbetu South,8.390897,11.339983,clean,clean,included,exact,100.0,LGA057,Joskeru,Tivbetu South,True
HF01147,Lokshasa,Agbkeko North,10.550423,9.439153,clean,clean,included,exact,100.0,LGA067,Lokshasa  ,Agbkeko North,True
HF00218,Banluta,Kukrima South,6.100463,10.150814,clean,clean,included,exact,100.0,LGA015,Banluta,Kukrima South,True
HF00707,Tivrafa-West ,Uzojina North,8.955445,7.646671,clean,clean,included,fuzzy,91.66666666666666,LGA099,Tivrafa West,Uzojina North,True
HF01204,DAIBEWO,Agbkeko Central,9.339605,9.420845,clean,clean,included,exact,100.0,LGA023,Daibewo,Agbkeko Central,True
HF00543,Uzoberi,Tivbetu North,8.841955,10.126361,clean,clean,included,exact,100.0,LGA103,Uzoberi,Tivbetu North,True
HF00143,Gwolama,Kukrima Central,6.915991,9.185069,clean,clean,included,exact,100.0,LGA041,Gwolama,Kukrima Central,True
HF00136,Gwolama,Kukrima Central,6.817994,9.514545,clean,clean,included,exact,100.0,LGA041,Gwolama,Kukrima Central,True
HF01098,Baumiru,Supwasa South,9.02877,11.115224,clean,clean,included,exact,100.0,LGA018,Baumiru,Supwasa South,True
HF01177,Maljiwo,Agbkeko North,9.497099,9.123282,clean,clean,included,exact,100.0,LGA069,Maljiwo,Agbkeko North,True
HF01245,Daibama,Agbkeko Central,9.154912,9.910187,clean,clean,included,exact,100.0,LGA022,Daibama,Agbkeko Central,True
HF00282,Malmaba,Agbzatu North,7.744936,8.14884,clean,clean,included,exact,100.0,LGA070,Malmaba,Agbzatu North,True
HF00788,Nassako-Central,Uzojina North,8.580784,7.497792,clean,clean,included,exact,100.0,LGA075,Nassako-Central,Uzojina North,True
HF00305,Hanraja,Agbzatu North,7.501431,7.908779,clean,clean,included,exact,100.0,LGA044,Hanraja,Agbzatu North,True
HF01027,Funkedu,Supwasa Central,10.577629,11.270131,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF00539,Uzoberi,Tivbetu North,8.849711,10.173867,clean,clean,included,exact,100.0,LGA103,Uzoberi,Tivbetu North,True
HF00342,Zamkeri ,Agbzatu Central,6.760362,8.967704,clean,clean,included,exact,100.0,LGA118,Zamkeri,Agbzatu Central,True
HF00662,Hanjiko,Tivbetu South,8.516601,11.019014,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF01074,Okeyoru-South,Supwasa Central,9.975258,10.731835,clean,clean,included,exact,100.0,LGA082,Okeyoru-South,Supwasa Central,True
HF00258,Agbmita,Agbzatu North,7.91,7.81,clean,clean,included,exact,100.0,LGA008,Agbmita  ,Agbzatu North,True
HF00098,Yelkefa,Kukrima Central,7.339431,9.436547,clean,clean,included,exact,100.0,LGA109,Yelkefa,Kukrima Central,True
HF00861,Wurkota,Uzojina Central,9.282455,9.087383,clean,clean,included,exact,100.0,LGA106,Wurkota  ,Uzojina Central,True
HF00081,EKEJISA-NORTH,Kukrima North,5.699544,9.729066,clean,clean,included,exact,100.0,LGA034,Ekejisa-North Local Govt Area,Kukrima North,True
HF01123,Tivmama,Supwasa South,9.64695,11.091215,clean,clean,included,exact,100.0,LGA097,Tivmama,Supwasa South,True
HF00982,Zambani ,Supwasa Central,9.910613,11.210663,clean,clean,included,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF00099,Yelkefa,Kukrima Central,7.5895,9.428368,clean,clean,included,exact,100.0,LGA109,Yelkefa,Kukrima Central,True
HF00118,Agbjide,Kukrima Central,6.572116,9.523416,clean,clean,included,exact,100.0,LGA005,Agbjide,Kukrima Central,True
HF01081,Ekedeta-East,Supwasa South,9.488061,11.604106,clean,clean,included,exact,100.0,LGA032,Ekedeta-East,Supwasa South,True
HF00056,Irolufa,Kukrima North,6.131007,9.973242,clean,clean,included,exact,100.0,LGA051,Irolufa,Kukrima North,True
HF01317,Zammiyi,Agbkeko South,10.46656,10.186012,clean,clean,included,exact,100.0,LGA119,ZAMMIYI,Agbkeko South,True
HF01056,Katdudu,Supwasa Central,10.114072,10.505125,clean,clean,included,exact,100.0,LGA060,Katdudu,Supwasa Central,True
HF00935,Zamberi-North LGA,Uzojina South,8.680263,8.751563,clean,clean,included,exact,100.0,LGA116,Zamberi-North,Uzojina South,True
HF00956,Nasrifa,Supwasa North,9.243193,10.648005,clean,clean,included,exact,100.0,LGA074,Nasrifa  ,Supwasa North,True
HF00996,ZAMBANI,Supwasa Central,10.246834,10.87804,clean,clean,included,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF01297,Enumija,Agbkeko South,10.863171,10.078358,clean,clean,included,exact,100.0,LGA036,Enumija,Agbkeko South,True
HF00120,Agbjide,Kukrima Central,6.704085,9.374498,clean,clean,included,exact,100.0,LGA005,Agbjide,Kukrima Central,True
HF01143,Sokmiri,Agbkeko North,9.746433,8.988746,clean,clean,included,exact,100.0,LGA088,Sokmiri,Agbkeko North,True
HF00973,Wuryona,Supwasa North,9.811489,10.578971,clean,clean,included,exact,100.0,LGA108,Wuryona,Supwasa North,True
HF00230,Enumade-West,Kukrima South,6.527888,10.282229,clean,clean,included,exact,100.0,LGA035,Enumade-West,Kukrima South,True
HF01275,Nasnadu,Agbkeko South,9.941365,9.886431,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF00065,SHAJIMA,Kukrima North,6.135081,9.231325,clean,clean,included,exact,100.0,LGA087,Shajima,Kukrima North,True
HF00772,Tamluni,Uzojina North,8.525022,7.911056,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF00544,Uzoberi,Tivbetu North,8.967805,10.154681,clean,clean,included,exact,100.0,LGA103,Uzoberi,Tivbetu North,True
HF01284,Nasnadu,Agbkeko South,10.045463,10.105296,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF00200,Umumitu,Kukrima South,6.864166,10.900675,clean,clean,included,exact,100.0,LGA102,Umumitu,Kukrima South,True
HF00494,Agbtsiko,Tivbetu North,7.99,9.78,clean,clean,included,exact,100.0,LGA012,Agbtsiko  ,Tivbetu North,True
HF00880,Olubani-South,Uzojina South,8.333424,8.594569,clean,clean,included,exact,100.0,LGA083,OLUBANI-SOUTH,Uzojina South,True
HF01131,Tivmama,Supwasa South,10.008208,11.477596,clean,clean,included,exact,100.0,LGA097,Tivmama,Supwasa South,True
HF00619,Tivbani,Tivbetu Central,7.568924,10.550798,clean,clean,included,exact,100.0,LGA096,Tivbani,Tivbetu Central,True
HF00082,Ekejisa-North,Kukrima North,5.655149,9.628072,clean,clean,included,exact,100.0,LGA034,Ekejisa-North Local Govt Area,Kukrima North,True
HF00413,Iromashi,Agbzatu Central,7.069807,8.492966,clean,clean,included,exact,100.0,LGA052,Iromashi,Agbzatu Central,True
HF00201,Adenaja,Kukrima South,6.738118,10.610027,clean,clean,included,exact,100.0,LGA004,ADENAJA,Kukrima South,True
HF00229,Enumade-West,Kukrima South,6.495369,10.279602,clean,clean,included,exact,100.0,LGA035,Enumade-West,Kukrima South,True
HF00855,WURKOTA,Uzojina Central,8.954704,8.513525,clean,clean,included,exact,100.0,LGA106,Wurkota  ,Uzojina Central,True
HF00344,Zamkeri,Agbzatu Central,6.95,8.7,clean,clean,included,exact,100.0,LGA118,Zamkeri,Agbzatu Central,True
HF01260,ZAMJIDU,Agbkeko Central,9.508888,10.03343,clean,clean,included,exact,100.0,LGA117,Zamjidu  ,Agbkeko Central,True
HF00784,Nassako-Central,Uzojina North,8.317521,7.294495,clean,clean,included,exact,100.0,LGA075,Nassako-Central,Uzojina North,True
HF00505,Bauzani,Tivbetu North,7.890172,10.501407,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF01099,Baumiru,Supwasa South,9.07046,11.200216,clean,clean,included,exact,100.0,LGA018,Baumiru,Supwasa South,True
HF01163,Jostile,Agbkeko North,10.143697,9.414559,clean,clean,included,exact,100.0,LGA059,Jostile,Agbkeko North,True
HF00010,Katmaba,Kukrima North,5.701687,9.161474,clean,clean,included,exact,100.0,LGA061,Katmaba,Kukrima North,True
HF00838,Dutkeni ,Uzojina Central,9.696847,8.418326,clean,clean,included,exact,100.0,LGA029,Dutkeni  ,Uzojina Central,True
HF01174,Maljiwo ,Agbkeko North,9.4965,9.130317,clean,clean,included,exact,100.0,LGA069,Maljiwo,Agbkeko North,True
HF01065,OKEYORU-SOUTH,Supwasa Central,9.796443,10.791494,clean,clean,included,exact,100.0,LGA082,Okeyoru-South,Supwasa Central,True
HF00583,Irongori,Tivbetu Central,7.702457,10.737229,clean,clean,included,exact,100.0,LGA054,Irongori,Tivbetu Central,True
HF00304,Hanraja,Agbzatu North,7.425182,7.864777,clean,clean,included,exact,100.0,LGA044,Hanraja,Agbzatu North,True
HF00214,Adenaja,Kukrima South,7.041731,10.641934,clean,clean,included,exact,100.0,LGA004,ADENAJA,Kukrima South,True
HF00911,Agbridu-West,Uzojina South,8.208013,9.211652,clean,clean,included,exact,100.0,LGA011,Agbridu-West,Uzojina South,True
HF00088,Ekejisa-North,Kukrima North,5.938353,9.729836,clean,clean,included,exact,100.0,LGA034,Ekejisa-North Local Govt Area,Kukrima North,True
HF00582,Irongori,Tivbetu Central,7.654234,10.685819,clean,clean,included,exact,100.0,LGA054,Irongori,Tivbetu Central,True
HF00672,Hanjiko,Tivbetu South,8.724419,10.909656,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF01043,Josmiba,Supwasa Central,10.650835,10.628476,clean,clean,included,exact,100.0,LGA058,Josmiba,Supwasa Central,True
HF00591,Irongori,Tivbetu Central,7.87,10.66,clean,clean,included,exact,100.0,LGA054,Irongori,Tivbetu Central,True
HF01285,Nasnadu,Agbkeko South,10.203595,10.229631,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF00910,AGBRIDU-WEST,Uzojina South,8.189422,9.08186,clean,clean,included,exact,100.0,LGA011,Agbridu-West,Uzojina South,True
HF00391,Enutifa,Agbzatu Central,7.168547,7.926887,clean,clean,included,exact,100.0,LGA037,Enutifa,Agbzatu Central,True
HF00721,Dutjiri LGA,Uzojina North,8.706286,8.311258,clean,clean,included,exact,100.0,LGA028,Dutjiri,Uzojina North,True
HF01269,Nasnadu,Agbkeko South,9.888763,10.18315,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF00567,Ibajija-South,Tivbetu Central,7.2,10.91,clean,clean,included,exact,100.0,LGA048,Ibajija-South,Tivbetu Central,True
HF00368,Lokmata,Agbzatu Central,6.626039,8.736826,clean,clean,included,exact,100.0,LGA064,Lokmata,Agbzatu Central,True
HF00336,Gwodele-South,Agbzatu North,8.289558,7.658991,clean,clean,included,exact,100.0,LGA039,Gwodele-South,Agbzatu North,True
HF00684,Olujiwa,Tivbetu South,8.30342,10.611765,clean,clean,included,exact,100.0,LGA084,Olujiwa,Tivbetu South,True
HF00608,Ironama,Tivbetu Central,7.45021,10.762142,clean,clean,included,exact,100.0,LGA053,Ironama,Tivbetu Central,True
HF00793,Nassako-Central,Uzojina North,8.89048,7.503743,clean,clean,included,exact,100.0,LGA075,Nassako-Central,Uzojina North,True
HF00462,Umumayi,Agbzatu South,7.862228,9.412381,clean,clean,included,exact,100.0,LGA101,Umumayi,Agbzatu South,True
HF00654,Ibamide,Tivbetu South,8.246522,11.477482,clean,clean,included,exact,100.0,LGA049,Ibamide,Tivbetu South,True
HF00761,Tamluni,Uzojina North,8.464619,7.839465,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF00069,Shajima,Kukrima North,5.991622,9.45229,clean,clean,included,exact,100.0,LGA087,Shajima,Kukrima North,True
HF00515,Agbzawa-South,Tivbetu North,8.273164,9.774455,clean,clean,included,exact,100.0,LGA013,Agbzawa-South,Tivbetu North,True
HF01102,Loknaba,Supwasa South,8.877646,11.39921,clean,clean,included,exact,100.0,LGA065,Loknaba,Supwasa South,True
HF01152,Lokshasa,Agbkeko North,10.507394,9.386771,clean,clean,included,exact,100.0,LGA067,Lokshasa  ,Agbkeko North,True
HF00979,Zambani,Supwasa Central,9.8651,11.012778,clean,clean,included,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF00617,Tivbani,Tivbetu Central,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA096,Tivbani,Tivbetu Central,True
HF00995,Zambani,Supwasa Central,10.160937,10.926222,clean,clean,included,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF00692,NASDUDU-NORTH,Tivbetu South,8.057355,11.155358,clean,clean,included,exact,100.0,LGA072,Nasdudu-North,Tivbetu South,True
HF00825,Daishali-Central,Uzojina Central,9.230967,8.23195,clean,clean,included,exact,100.0,LGA026,Daishali-Central,Uzojina Central,True
HF00151,Wurmashi,Kukrima Central,7.36,10.14,clean,clean,included,exact,100.0,LGA107,Wurmashi Local Govt Area,Kukrima Central,True
HF00660,Hanjiko,Tivbetu South,8.503773,10.984919,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF900014,Katmaba,Kukrima North,"5,698752","9,381432",comma_decimal,comma_decimal,included,exact,100.0,LGA061,Katmaba,Kukrima North,True
HF01129,Tivmama,Supwasa South,10.182685,11.552551,clean,clean,included,exact,100.0,LGA097,Tivmama,Supwasa South,True
HF00281,Malmaba,Agbzatu North,7.765756,8.140065,clean,clean,included,exact,100.0,LGA070,Malmaba,Agbzatu North,True
HF00121,Agbjide,Kukrima Central,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA005,Agbjide,Kukrima Central,True
HF00902,Hansatu,Uzojina South,8.822596,9.452789,clean,clean,included,exact,100.0,LGA046,Hansatu  ,Uzojina South,True
HF00290,Supyoshi-East,Agbzatu North,7.788012,7.394021,clean,clean,included,exact,100.0,LGA091,Supyoshi-East  ,Agbzatu North,True
HF00479,Ngetija,Agbzatu South,7.657602,9.11469,clean,clean,included,exact,100.0,LGA079,Ngetija,Agbzatu South,True
HF01178,Maljiwo,Agbkeko North,9.544469,9.059718,clean,clean,included,exact,100.0,LGA069,Maljiwo,Agbkeko North,True
HF00833,Yeltsina,Uzojina Central,9.539544,8.899281,clean,clean,included,exact,100.0,LGA111,Yeltsina Local Govt Area,Uzojina Central,True
HF00832,Yeltsina,Uzojina Central,9.579981,8.969575,clean,clean,included,exact,100.0,LGA111,Yeltsina Local Govt Area,Uzojina Central,True
HF00510,Bauzani LGA,Tivbetu North,8.031191,10.374378,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF01055,Katdudu,Supwasa Central,10.012807,10.446536,clean,clean,included,exact,100.0,LGA060,Katdudu,Supwasa Central,True
HF00785,Nassako Central,Uzojina North,8.533487,7.371664,clean,clean,included,fuzzy,93.33333333333333,LGA075,Nassako-Central,Uzojina North,True
HF00092,YELKEFA,Kukrima Central,7.377988,9.715044,clean,clean,included,exact,100.0,LGA109,Yelkefa,Kukrima Central,True
HF00835,Dutkeni,Uzojina Central,9.596073,8.626605,clean,clean,included,exact,100.0,LGA029,Dutkeni  ,Uzojina Central,True
HF00776,TAMLUNI,Uzojina North,8.748026,7.721966,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF00423,Oketsifa,Agbzatu South,7.959241,8.730055,clean,clean,included,exact,100.0,LGA081,Oketsifa,Agbzatu South,True
HF00615,Ironama,Tivbetu Central,7.601149,10.788938,clean,clean,included,exact,100.0,LGA053,Ironama,Tivbetu Central,True
HF00257,Agbmita,Agbzatu North,8.028324,8.318118,clean,clean,included,exact,100.0,LGA008,Agbmita  ,Agbzatu North,True
HF901326,Gwodewo ,Agbkeko South,10.55459,9.870037,clean,clean,included,exact,100.0,LGA040,Gwodewo,Agbkeko South,True
HF00487,Tivsano-North,Tivbetu North,8.416361,10.051751,clean,clean,included,exact,100.0,LGA100,Tivsano-North,Tivbetu Central,False
HF900254,Agbmita,Agbzatu North,7.863119,8.300637,clean,clean,included,exact,100.0,LGA008,Agbmita  ,Agbzatu North,True
HF01277,Nasnadu,Agbkeko South,9.906101,9.89263,clean,clean,included,exact,100.0,LGA073,Nasnadu  ,Agbkeko South,True
HF00450,Daishako,Agbzatu South,7.399633,8.90719,clean,clean,included,exact,100.0,LGA025,Daishako,Agbzatu South,True
HF00335,Gwodele-South,Agbzatu North,8.282042,7.689059,clean,clean,included,exact,100.0,LGA039,Gwodele-South,Agbzatu North,True
HF00673,Hanjiko,Tivbetu South,8.780939,11.127303,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF00030,Riylude-North,Kukrima North,6.2699,9.78267,clean,clean,included,exact,100.0,LGA086,Riylude-North,Kukrima North,True
HF01151,Lokshasa,Agbkeko North,10.559593,9.358575,clean,clean,included,exact,100.0,LGA067,Lokshasa  ,Agbkeko North,True
HF00970,Wuryona,Supwasa North,9.721687,10.423517,clean,clean,included,exact,100.0,LGA108,Wuryona,Supwasa North,True
HF00518,Agbzawa-South,Tivbetu North,8.192224,9.639157,clean,clean,included,exact,100.0,LGA013,Agbzawa-South,Tivbetu North,True
HF900512,Bauzani,Tivbetu North,8.1,10.52,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF900825,Daishali Central,Uzojina Central,9.230967,8.23195,clean,clean,included,fuzzy,93.75,LGA026,Daishali-Central,Uzojina Central,True
HF00676,Olujiwa,Tivbetu South,7.898121,10.954963,clean,clean,included,exact,100.0,LGA084,Olujiwa,Tivbetu South,True
HF00041,Riylude-North LGA,Kukrima North,6.473236,9.61267,clean,clean,included,exact,100.0,LGA086,Riylude-North,Kukrima North,True
HF00017,Uzoluni,Kukrima North,5.866775,8.909237,clean,clean,included,exact,100.0,LGA104,Uzoluni,Kukrima North,True
HF01322,Gwodewo,Agbkeko South,10.481587,9.86026,clean,clean,included,exact,100.0,LGA040,Gwodewo,Agbkeko South,True
HF00990,Zambani LGA,Supwasa Central,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA115,Zambani,Supwasa Central,True
HF01121,Oluyofa,Supwasa South,9.336942,11.105304,clean,clean,included,exact,100.0,LGA085,Oluyofa  ,Supwasa South,True
HF01105,Loknaba,Supwasa South,9.026423,11.494417,clean,clean,included,exact,100.0,LGA065,Loknaba,Supwasa South,True
HF00542,Uzoberi,Tivbetu North,8.907795,10.389694,clean,clean,included,exact,100.0,LGA103,Uzoberi,Tivbetu North,True
HF00668,Hanjiko,Tivbetu South,10.779479,8.691083,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF00645,TAMLUFA-EAST,Tivbetu South,8.74827,10.749672,clean,clean,included,exact,100.0,LGA093,Tamlufa-East Local Govt Area,Tivbetu South,True
HF00541,Uzoberi LGA,Tivbetu North,8.758937,10.43891,clean,clean,included,exact,100.0,LGA103,Uzoberi,Tivbetu North,True
HF00545,Uzoberi,Tivbetu North,8.91,10.15,clean,clean,included,exact,100.0,LGA103,Uzoberi,Tivbetu North,True
HF01061,Katdudu,Supwasa Central,10.26702,10.634883,clean,clean,included,exact,100.0,LGA060,Katdudu,Supwasa Central,True
HF00897,Loksayi,Uzojina South,8.426733,9.025432,clean,clean,included,exact,100.0,LGA066,Loksayi  ,Uzojina South,True
HF00451,Daishako,Agbzatu South,7.470794,8.702362,clean,clean,included,exact,100.0,LGA025,Daishako,Agbzatu South,True
HF00250,Agbmita,Agbzatu North,7.82337,8.006812,clean,clean,included,exact,100.0,LGA008,Agbmita  ,Agbzatu North,True
HF01203,Daibewo,Agbkeko Central,9.38731,9.419656,clean,clean,included,exact,100.0,LGA023,Daibewo,Agbkeko Central,True
HF00602,Agblasa,Tivbetu Central,7.521693,10.210758,clean,clean,included,exact,100.0,LGA007,Agblasa,Tivbetu Central,True
HF00610,Ironama,Tivbetu Central,7.580064,10.90938,clean,clean,included,exact,100.0,LGA053,Ironama,Tivbetu Central,True
HF00011,Katmaba,Kukrima North,5.648793,9.306261,clean,clean,included,exact,100.0,LGA061,Katmaba,Kukrima North,True
HF00757,Tamluni,Uzojina North,8.312096,7.821255,clean,clean,included,exact,100.0,LGA094,Tamluni,Uzojina North,True
HF01025,Funkedu,Supwasa Central,10.495448,11.155514,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF00891,Loksayi ,Uzojina South,8.19065,8.941948,clean,clean,included,exact,100.0,LGA066,Loksayi  ,Uzojina South,True
HF00066,SHAJIMA,Kukrima North,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA087,Shajima,Kukrima North,True
HF00999,Bautiru-West,Supwasa Central,10.431509,10.793258,clean,clean,included,exact,100.0,LGA020,Bautiru-West,Supwasa Central,True
HF01120,Oluyofa,Supwasa South,9.393041,11.200785,clean,clean,included,exact,100.0,LGA085,Oluyofa  ,Supwasa South,True
HF00828,Yeltsina,Uzojina Central,9.572571,8.68425,clean,clean,included,exact,100.0,LGA111,Yeltsina Local Govt Area,Uzojina Central,True
HF00783,Nassako-Central,Uzojina North,8.428234,7.480305,clean,clean,included,exact,100.0,LGA075,Nassako-Central,Uzojina North,True
HF01023,FUNKEDU,Supwasa Central,10.360787,11.059269,clean,clean,included,exact,100.0,LGA038,Funkedu,Supwasa Central,True
HF00724,Dutjiri LGA,Uzojina North,0.687961,8.400106,clean,clean,excluded_out_of_bounds,exact,100.0,LGA028,Dutjiri,Uzojina North,True
HF00169,Zamtsiru,Kukrima South,6.39998,9.862026,clean,clean,included,exact,100.0,LGA121,Zamtsiru,Kukrima South,True
HF00227,Enumade-West,Kukrima South,6.591324,10.344154,clean,clean,included,exact,100.0,LGA035,Enumade-West,Kukrima South,True
HF00914,Agbridu-West,Uzojina South,8.385701,9.11997,clean,clean,included,exact,100.0,LGA011,Agbridu-West,Uzojina South,True
HF00194,Umumitu,Kukrima South,6.721752,10.892784,clean,clean,included,exact,100.0,LGA102,Umumitu,Kukrima South,True
HF00372,Lokmata,Agbzatu Central,6.746916,8.790428,clean,clean,included,exact,100.0,LGA064,Lokmata,Agbzatu Central,True
HF00971,Wuryona,Supwasa North,,,missing,missing,excluded_missing_or_unparseable,exact,100.0,LGA108,Wuryona,Supwasa North,True
HF00509,Bauzani,Tivbetu North,7.725137,10.236117,clean,clean,included,exact,100.0,LGA021,Bauzani,Tivbetu North,True
HF00296,Supyoshi-East,Agbzatu North,7.808796,7.565334,clean,clean,included,exact,100.0,LGA091,Supyoshi-East  ,Agbzatu North,True
HF00666,Hanjiko,Tivbetu South,8.618799,10.905515,clean,clean,included,exact,100.0,LGA042,Hanjiko Local Govt Area,Tivbetu South,True
HF00819,Daishali-Central,Uzojina Central,9.204815,8.263696,clean,clean,included,exact,100.0,LGA026,Daishali-Central,Uzojina Central,True
HF00830,Yeltsina,Uzojina Central,9.54,8.81,clean,clean,included,exact,100.0,LGA111,Yeltsina Local Govt Area,Uzojina Central,True
HF01144,LOKSHASA,Agbkeko North,10.396754,9.058442,clean,clean,included,exact,100.0,LGA067,Lokshasa  ,Agbkeko North,True
HF01301,Enumija,Agbkeko South,10.819718,10.313852,clean,clean,included,exact,100.0,LGA036,Enumija,Agbkeko South,True
HF01066,Okeyoru-South,Supwasa Central,9.926922,10.841498,clean,clean,included,exact,100.0,LGA082,Okeyoru-South,Supwasa Central,True
HF01141,Sokmiri,Agbkeko North,9.758325,9.207863,clean,clean,included,exact,100.0,LGA088,Sokmiri,Agbkeko North,True
HF01111,Oluyofa LGA,Supwasa South,9.150012,11.448473,clean,clean,included,exact,100.0,LGA085,Oluyofa  ,Supwasa South,True
HF00144,Wurmashi,Kukrima Central,7.110716,10.161562,clean,clean,included,exact,100.0,LGA107,Wurmashi Local Govt Area,Kukrima Central,True
HF01207,DAIBEWO,Agbkeko Central,9.33712,9.26231,clean,clean,included,exact,100.0,LGA023,Daibewo,Agbkeko Central,True
HF00727,DUTJIRI,Uzojina North,8.806673,8.208086,clean,clean,included,exact,100.0,LGA028,Dutjiri,Uzojina North,True
HF00035,Riylude-North,Kukrima North,6.30289,9.608775,clean,clean,included,exact,100.0,LGA086,Riylude-North,Kukrima North,True
HF00142,Gwolama,Kukrima Central,6.991348,9.183805,clean,clean,included,exact,100.0,LGA041,Gwolama,Kukrima Central,True
HF00333,Gwodele-South LGA,Agbzatu North,8.194767,7.602103,clean,clean,included,exact,100.0,LGA039,Gwodele-South,Agbzatu North,True
HF01168,Ngenuta-Central,Agbkeko North,10.225214,8.529901,clean,clean,included,exact,100.0,LGA078,Ngenuta-Central Local Govt Area,Agbkeko North,True
HF00419,Oketsifa,Agbzatu South,7.904583,8.697773,clean,clean,included,exact,100.0,LGA081,Oketsifa,Agbzatu South,True
