ea_code,stratum_code,stratum_name,lga_name,ward_name,settlement_type,households_census_2023,cluster_id,selected,stage1_selection_probability,stratum_total_households,clusters_selected_in_stratum,households_listed_fieldwork,field_status
EA00317,ST01,Bansara State,Marbeta,Okowawo,Rural,36,,0,,,,,
EA00318,ST01,Bansara State,Tivkori,Jattsima,Rural,130,,0,,,,,
EA00319,ST01,Bansara State,Ekizami,Katsali,Rural,168,,0,,,,,
EA00320,ST01,Bansara State,Gwatina,Okowawa,Urban,162,,0,,,,,
EA00321,ST01,Bansara State,Katriwa,Gomjiko,Urban,230,,0,,,,,
EA00322,ST01,Bansara State,Olotsimi,Kusriko,Rural,156,,0,,,,,
EA00323,ST01,Bansara State,Yobrima,Rivtiwa,Rural,42,,0,,,,,
EA00324,ST01,Bansara State,Binmata,Bauwawo,Rural,32,,0,,,,,
EA00325,ST01,Bansara State,Durdusa,Plamidu,Urban,240,,0,,,,,
EA00326,ST01,Bansara State,Dunmina,Umonami,Urban,253,,0,,,,,
EA00327,ST01,Bansara State,Jatzawo,Wudsade,Rural,73,,0,,,,,
EA00328,ST01,Bansara State,Kusnuma,Okorija,Rural,102,,0,,,,,
EA00329,ST01,Bansara State,Fumzasa,Agujimi,Rural,49,,0,,,,,
EA00330,ST01,Bansara State,Supkoshi,Barwaja,Urban,218,,0,,,,,
EA00331,ST01,Bansara State,Marbeta,Okoyowa,Rural,175,,0,,,,,
EA00332,ST01,Bansara State,Tivkori,Irazami,Rural,141,,0,,,,,
EA00333,ST01,Bansara State,Ekizami,Dunladu,Rural,112,,0,,,,,
EA00334,ST01,Bansara State,Gwatina,Barwama,Rural,72,,0,,,,,
EA00335,ST01,Bansara State,Katriwa,Katwari,Rural,206,,0,,,,,
EA00336,ST01,Bansara State,Olotsimi,Agunule,Rural,111,,0,,,,,
EA00337,ST01,Bansara State,Yobrima,Nakmaba,Urban,280,C001,1,0.20240964,41500.0,30.0,318.0,Visited as selected
EA00338,ST01,Bansara State,Binmata,Marshani,Rural,109,,0,,,,,
EA00339,ST01,Bansara State,Durdusa,Durngoshi,Rural,153,,0,,,,,
EA00340,ST01,Bansara State,Dunmina,Gomlari,Rural,119,,0,,,,,
EA00341,ST02,Kudama State,Dursashi,Gomnaba,Rural,80,,0,,,,,
EA00342,ST02,Kudama State,Olowawa,Kusngona,Rural,98,C046,1,0.0818235,35931.0,30.0,129.0,Visited as selected
EA00343,ST02,Kudama State,Dunzaja,Fumlale,Rural,81,,0,,,,,
EA00344,ST02,Kudama State,Adalari,Tivmata,Rural,71,,0,,,,,
EA00345,ST02,Kudama State,Yoblaja,Binmiko,Urban,156,,0,,,,,
EA00346,ST02,Kudama State,Sokwayi,Supbena,Rural,158,,0,,,,,
EA00347,ST02,Kudama State,Marshayi,Suptsili,Rural,103,,0,,,,,
EA00348,ST02,Kudama State,Zarkoshi,Jatkodu,Rural,106,,0,,,,,
EA00349,ST02,Kudama State,Ibitside,Rivnaru,Urban,107,,0,,,,,
EA00350,ST02,Kudama State,Plamami,Gomlutu,Rural,106,,0,,,,,
EA00351,ST02,Kudama State,Zarbeba,Gwakoni,Urban,117,,0,,,,,
EA00352,ST02,Kudama State,Zarlade,Kuswari,Rural,192,,0,,,,,
EA00353,ST02,Kudama State,Soknayi,Binluta,Urban,34,,0,,,,,
EA00354,ST02,Kudama State,Aguwayi,Uzumama,Rural,134,C031,1,0.11188111,35931.0,30.0,160.0,Visited as selected
EA00355,ST02,Kudama State,Dursashi,Kusbedu,Rural,103,,0,,,,,
EA00356,ST02,Kudama State,Olowawa,Yenbewa,Urban,242,C060,1,0.20205394,35931.0,30.0,183.0,Visited as selected
EA00357,ST02,Kudama State,Dunzaja,Ekiyotu,Rural,105,,0,,,,,
EA00358,ST02,Kudama State,Adalari,Kalrani,Rural,103,,0,,,,,
EA00359,ST02,Kudama State,Yoblaja,Yoblawo,Rural,128,,0,,,,,
EA00360,ST02,Kudama State,Sokwayi,Lomsaru,Rural,36,,0,,,,,
EA00361,ST02,Kudama State,Marshayi,Durmili,Rural,108,,0,,,,,
EA00362,ST02,Kudama State,Zarkoshi,Agulushi,Urban,218,C047,1,0.18201553,35931.0,30.0,230.0,Visited as selected
EA00363,ST02,Kudama State,Ibitside,Wudshasa,Rural,102,,0,,,,,
EA00364,ST02,Kudama State,Plamami,Yoblusa,Rural,96,,0,,,,,
EA00365,ST02,Kudama State,Zarbeba,Tivshako,Urban,105,,0,,,,,
EA00366,ST02,Kudama State,Zarlade,Gwayole,Rural,114,,0,,,,,
EA00367,ST02,Kudama State,Soknayi,Supsale,Rural,209,C055,1,0.17450113,35931.0,30.0,262.0,Visited as selected
EA00368,ST02,Kudama State,Aguwayi,Kalmayi,Rural,82,,0,,,,,
EA00369,ST02,Kudama State,Dursashi,Kussawa,Rural,55,,0,,,,,
EA00370,ST02,Kudama State,Olowawa,Fumtsidu,Rural,164,,0,,,,,
EA00371,ST02,Kudama State,Dunzaja,Halrayi,Rural,83,,0,,,,,
EA00372,ST02,Kudama State,Adalari,Agunuwa,Rural,95,,0,,,,,
EA00373,ST02,Kudama State,Yoblaja,Fumtsina,Urban,151,,0,,,,,
EA00374,ST02,Kudama State,Sokwayi,Supkoru,Rural,28,,0,,,,,
EA00375,ST02,Kudama State,Marshayi,Nakriyi,Rural,81,,0,,,,,
EA00376,ST02,Kudama State,Zarkoshi,Rivmiru,Rural,145,,0,,,,,
EA00377,ST02,Kudama State,Ibitside,Plaladu,Rural,130,,0,,,,,
EA00378,ST02,Kudama State,Plamami,Rivnuli,Urban,134,C044,1,0.11188111,35931.0,30.0,131.0,Visited as selected
EA00379,ST02,Kudama State,Zarbeba,Durmadu,Rural,61,,0,,,,,
EA00380,ST02,Kudama State,Zarlade,Katlaja,Rural,92,,0,,,,,
EA00381,ST02,Kudama State,Soknayi,Okobeta,Urban,109,,0,,,,,
EA00382,ST02,Kudama State,Aguwayi,Benjisa,Rural,73,,0,,,,,
EA00383,ST02,Kudama State,Dursashi,Plasasa,Rural,85,,0,,,,,
EA00384,ST02,Kudama State,Olowawa,Oloshari,Rural,104,,0,,,,,
EA00385,ST02,Kudama State,Dunzaja,Suplaba,Rural,139,,0,,,,,
EA00386,ST02,Kudama State,Adalari,Yobmija,Rural,99,,0,,,,,
EA00387,ST02,Kudama State,Yoblaja,Yobwari,Urban,89,,0,,,,,
EA00388,ST02,Kudama State,Sokwayi,Marrina,Urban,157,,0,,,,,
EA00389,ST02,Kudama State,Marshayi,Supkodu,Rural,76,,0,,,,,
EA00390,ST02,Kudama State,Zarkoshi,Irazani,Rural,142,,0,,,,,
EA00391,ST02,Kudama State,Ibitside,Gomkowa,Urban,117,,0,,,,,
EA00392,ST02,Kudama State,Plamami,Halnutu,Rural,267,C058,1,0.22292728,35931.0,30.0,380.0,"Replaced, original cluster inaccessible"
EA00393,ST02,Kudama State,Zarbeba,Binjiko,Rural,76,C057,1,0.06345496,35931.0,30.0,96.0,Visited as selected
EA00394,ST02,Kudama State,Zarlade,Haljile,Rural,145,,0,,,,,
EA00395,ST02,Kudama State,Soknayi,Zartsiwo,Rural,168,,0,,,,,
EA00396,ST02,Kudama State,Aguwayi,Wudmide,Rural,102,,0,,,,,
EA00397,ST02,Kudama State,Dursashi,Rivrata,Rural,74,,0,,,,,
EA00398,ST02,Kudama State,Olowawa,Umorayi,Rural,67,,0,,,,,
EA00399,ST02,Kudama State,Dunzaja,Umonuyi,Rural,25,,0,,,,,
EA00400,ST02,Kudama State,Adalari,Okomawa,Rural,223,C051,1,0.1861902,35931.0,30.0,272.0,Visited as selected
EA00401,ST02,Kudama State,Yoblaja,Sokluni,Rural,29,,0,,,,,
EA00402,ST02,Kudama State,Sokwayi,Agubema,Urban,54,,0,,,,,
EA00403,ST02,Kudama State,Marshayi,Dunjide,Rural,59,,0,,,,,
EA00404,ST02,Kudama State,Zarkoshi,Jatsayi,Rural,248,,0,,,,,
EA00405,ST02,Kudama State,Ibitside,Ibinuja,Rural,66,,0,,,,,
EA00406,ST02,Kudama State,Plamami,Dunlama,Rural,66,C034,1,0.05510562,35931.0,30.0,79.0,Visited as selected
EA00407,ST02,Kudama State,Zarbeba,Agunari,Urban,227,C036,1,0.18952993,35931.0,30.0,262.0,Visited as selected
EA00408,ST02,Kudama State,Zarlade,Yenyoba,Rural,198,,0,,,,,
EA00409,ST02,Kudama State,Soknayi,Lomjiru,Rural,66,,0,,,,,
EA00410,ST02,Kudama State,Aguwayi,Kuslumi,Rural,144,,0,,,,,
EA00411,ST02,Kudama State,Dursashi,Wudduri,Rural,67,C054,1,0.05594055,35931.0,30.0,88.0,Visited as selected
EA00412,ST02,Kudama State,Olowawa,Gwaduta,Rural,128,C039,1,0.1068715,35931.0,30.0,142.0,Visited as selected
EA00413,ST02,Kudama State,Dunzaja,Adayomi,Urban,198,,0,,,,,
EA00414,ST02,Kudama State,Adalari,Ekiyoko,Rural,134,,0,,,,,
EA00415,ST02,Kudama State,Yoblaja,Bauwasa,Rural,86,,0,,,,,
EA00416,ST02,Kudama State,Sokwayi,Halmaja,Rural,209,,0,,,,,
EA00417,ST02,Kudama State,Marshayi,Kusyori,Rural,162,,0,,,,,
EA00418,ST02,Kudama State,Zarkoshi,Halshawo,Urban,40,,0,,,,,
EA00419,ST02,Kudama State,Ibitside,Katnushi,Rural,65,,0,,,,,
EA00420,ST02,Kudama State,Plamami,Barngoli,Rural,172,,0,,,,,
EA00421,ST02,Kudama State,Zarbeba,Agumana,Rural,155,,0,,,,,
EA00422,ST02,Kudama State,Zarlade,Olotsiwa,Rural,118,,0,,,,,
EA00423,ST02,Kudama State,Soknayi,Ibimaba,Rural,76,,0,,,,,
EA00424,ST02,Kudama State,Aguwayi,Ekinade,Urban,151,,0,,,,,
EA00425,ST02,Kudama State,Dursashi,Adaduma,Rural,78,,0,,,,,
EA00426,ST02,Kudama State,Olowawa,Katshani,Urban,153,C040,1,0.12774484,35931.0,30.0,181.0,Visited as selected
EA00427,ST02,Kudama State,Dunzaja,Iranuyi,Rural,159,,0,,,,,
EA00428,ST02,Kudama State,Adalari,Fumrale,Rural,72,,0,,,,,
EA00429,ST02,Kudama State,Yoblaja,Lomshadu,Urban,83,,0,,,,,
EA00430,ST02,Kudama State,Sokwayi,Barjide,Rural,104,,0,,,,,
EA00431,ST02,Kudama State,Marshayi,Agunusa,Rural,112,,0,,,,,
EA00432,ST02,Kudama State,Zarkoshi,Binjima,Rural,63,,0,,,,,
EA00433,ST02,Kudama State,Ibitside,Dunnawa,Rural,35,,0,,,,,
EA00434,ST02,Kudama State,Plamami,Sokduna,Rural,187,,0,,,,,
EA00435,ST02,Kudama State,Zarbeba,Maryoko,Rural,199,,0,,,,,
EA00436,ST02,Kudama State,Zarlade,Adajile,Urban,105,,0,,,,,
EA00437,ST02,Kudama State,Soknayi,Baujiwo,Urban,147,,0,,,,,
EA00438,ST02,Kudama State,Aguwayi,Plariru,Rural,57,,0,,,,,
EA00439,ST02,Kudama State,Dursashi,Duryowo,Rural,132,,0,,,,,
EA00440,ST02,Kudama State,Olowawa,Tivzade,Rural,95,,0,,,,,
EA00441,ST02,Kudama State,Dunzaja,Barrata,Rural,125,,0,,,,,
EA00442,ST02,Kudama State,Adalari,Irabeyi,Rural,214,,0,,,,,
EA00443,ST02,Kudama State,Yoblaja,Agunuyi,Urban,152,,0,,,,,
EA00444,ST02,Kudama State,Sokwayi,Durngoru,Rural,63,,0,,,,,
EA00445,ST02,Kudama State,Marshayi,Katlawo,Rural,103,,0,,,,,
EA00446,ST02,Kudama State,Zarkoshi,Bardude,Urban,106,,0,,,,,
EA00447,ST02,Kudama State,Ibitside,Fumwata,Urban,94,,0,,,,,
EA00448,ST02,Kudama State,Plamami,Durnade,Rural,103,,0,,,,,
EA00449,ST02,Kudama State,Zarbeba,Gomsale,Urban,227,,0,,,,,
EA00450,ST02,Kudama State,Zarlade,Nakzaba,Rural,106,,0,,,,,
EA00451,ST02,Kudama State,Soknayi,Sokluru,Rural,53,,0,,,,,
EA00452,ST02,Kudama State,Aguwayi,Durdudu,Rural,82,,0,,,,,
EA00453,ST02,Kudama State,Dursashi,Benlule,Rural,141,,0,,,,,
EA00454,ST02,Kudama State,Olowawa,Tivduwa,Rural,65,,0,,,,,
EA00455,ST02,Kudama State,Dunzaja,Durnama,Rural,90,,0,,,,,
EA00456,ST02,Kudama State,Adalari,Tansama,Rural,79,,0,,,,,
EA00457,ST02,Kudama State,Yoblaja,Yenjiru,Urban,80,,0,,,,,
EA00458,ST02,Kudama State,Sokwayi,Ngebeba,Rural,71,,0,,,,,
EA00459,ST02,Kudama State,Marshayi,Umonuba,Rural,50,,0,,,,,
EA00460,ST02,Kudama State,Zarkoshi,Tanluni,Rural,118,,0,,,,,
EA00461,ST02,Kudama State,Ibitside,Tanmiba,Rural,214,,0,,,,,
EA00462,ST02,Kudama State,Plamami,Enwnade,Rural,40,,0,,,,,
EA00463,ST02,Kudama State,Zarbeba,Wudkodu,Rural,119,,0,,,,,
EA00464,ST02,Kudama State,Zarlade,Gwalaba,Urban,335,C052,1,0.27970276,35931.0,30.0,623.0,Visited as selected
EA00465,ST02,Kudama State,Soknayi,Tivsaja,Rural,132,,0,,,,,
EA00466,ST02,Kudama State,Aguwayi,Rivtiko,Urban,192,,0,,,,,
EA00467,ST02,Kudama State,Dursashi,Rivjija,Rural,64,,0,,,,,
EA00468,ST02,Kudama State,Olowawa,Gwadude,Urban,210,,0,,,,,
EA00469,ST02,Kudama State,Dunzaja,Fumnaru,Urban,180,,0,,,,,
EA00470,ST02,Kudama State,Adalari,Tanlale,Rural,167,,0,,,,,
EA00471,ST02,Kudama State,Yoblaja,Soknaru,Rural,25,,0,,,,,
EA00472,ST02,Kudama State,Sokwayi,Sokluwa,Rural,89,C033,1,0.07430909,35931.0,30.0,81.0,Visited as selected
EA00473,ST02,Kudama State,Marshayi,Tanmawo,Urban,153,,0,,,,,
EA00474,ST02,Kudama State,Zarkoshi,Benraja,Rural,140,,0,,,,,
EA00475,ST02,Kudama State,Ibitside,Marlari,Urban,237,,0,,,,,
EA00476,ST02,Kudama State,Plamami,Nakrawo,Urban,210,,0,,,,,
EA00477,ST02,Kudama State,Zarbeba,Fumtile,Rural,114,,0,,,,,
EA00478,ST02,Kudama State,Zarlade,Katyoja,Rural,187,,0,,,,,
EA00479,ST02,Kudama State,Soknayi,Adamama,Urban,75,,0,,,,,
EA00480,ST02,Kudama State,Aguwayi,Adaberu,Rural,57,,0,,,,,
EA00481,ST02,Kudama State,Dursashi,Adashade,Urban,205,,0,,,,,
EA00482,ST02,Kudama State,Olowawa,Tivrayi,Urban,98,,0,,,,,
EA00483,ST02,Kudama State,Dunzaja,Jatshata,Urban,176,,0,,,,,
EA00484,ST02,Kudama State,Adalari,Adabema,Urban,261,,0,,,,,
EA00485,ST02,Kudama State,Yoblaja,Aguluwo,Rural,97,C032,1,0.08098856,35931.0,30.0,68.0,Visited as selected
EA00486,ST02,Kudama State,Sokwayi,Agutsiwo,Rural,234,C045,1,0.19537447,35931.0,30.0,336.0,Visited as selected
EA00487,ST02,Kudama State,Marshayi,Jatzasa,Rural,65,,0,,,,,
EA00488,ST02,Kudama State,Zarkoshi,Wudshale,Rural,174,C038,1,0.14527845,35931.0,30.0,207.0,"Replaced, original cluster inaccessible"
EA00489,ST02,Kudama State,Ibitside,Tanduwo,Urban,116,,0,,,,,
EA00490,ST02,Kudama State,Plamami,Enwmitu,Rural,145,,0,,,,,
EA00491,ST02,Kudama State,Zarbeba,Tivshata,Rural,92,,0,,,,,
EA00492,ST02,Kudama State,Zarlade,Ngejile,Rural,58,,0,,,,,
EA00493,ST02,Kudama State,Soknayi,Binzaru,Rural,45,,0,,,,,
EA00494,ST02,Kudama State,Aguwayi,Katlutu,Rural,83,,0,,,,,
EA00495,ST02,Kudama State,Dursashi,Oloyomi,Rural,248,,0,,,,,
EA00496,ST02,Kudama State,Olowawa,Sokduyi,Urban,130,,0,,,,,
EA00497,ST02,Kudama State,Dunzaja,Iramisa,Rural,113,,0,,,,,
EA00498,ST02,Kudama State,Adalari,Tivtishi,Rural,210,,0,,,,,
EA00499,ST02,Kudama State,Yoblaja,Bautisa,Urban,45,,0,,,,,
EA00500,ST02,Kudama State,Sokwayi,Bausani,Rural,88,,0,,,,,
EA00501,ST02,Kudama State,Marshayi,Ibimawa,Rural,155,,0,,,,,
EA00502,ST02,Kudama State,Zarkoshi,Barwawo,Rural,112,,0,,,,,
EA00503,ST02,Kudama State,Ibitside,Wudbetu,Rural,98,,0,,,,,
EA00504,ST02,Kudama State,Plamami,Gomrawa,Rural,52,,0,,,,,
EA00505,ST02,Kudama State,Zarbeba,Suptita,Rural,129,C043,1,0.10770644,35931.0,30.0,128.0,Visited as selected
EA00506,ST02,Kudama State,Zarlade,Adadutu,Rural,45,,0,,,,,
EA00507,ST02,Kudama State,Soknayi,Okotsiba,Urban,132,,0,,,,,
EA00508,ST02,Kudama State,Aguwayi,Tivkoyi,Urban,107,,0,,,,,
EA00509,ST02,Kudama State,Dursashi,Katjiyi,Rural,151,,0,,,,,
EA00510,ST02,Kudama State,Olowawa,Planude,Rural,208,C041,1,0.17366619,35931.0,30.0,292.0,"Replaced, original cluster inaccessible"
EA00511,ST02,Kudama State,Dunzaja,Gwakowo,Urban,68,,0,,,,,
EA00512,ST02,Kudama State,Adalari,Tivluba,Rural,155,,0,,,,,
EA00513,ST02,Kudama State,Yoblaja,Kalbeba,Rural,50,,0,,,,,
EA00514,ST02,Kudama State,Sokwayi,Katsama,Rural,72,,0,,,,,
EA00515,ST02,Kudama State,Marshayi,Gomtija,Rural,100,,0,,,,,
EA00516,ST02,Kudama State,Zarkoshi,Fumrami,Rural,93,,0,,,,,
EA00517,ST02,Kudama State,Ibitside,Yenngowo,Rural,89,,0,,,,,
EA00518,ST02,Kudama State,Plamami,Dunrawo,Rural,25,,0,,,,,
EA00519,ST02,Kudama State,Zarbeba,Ibijita,Rural,34,,0,,,,,
EA00520,ST02,Kudama State,Zarlade,Binyori,Urban,118,,0,,,,,
EA00521,ST02,Kudama State,Soknayi,Kalwayi,Rural,52,,0,,,,,
EA00522,ST02,Kudama State,Aguwayi,Katbele,Rural,129,C042,1,0.10770644,35931.0,30.0,123.0,Visited as selected
EA00523,ST02,Kudama State,Dursashi,Bauduba,Rural,142,,0,,,,,
EA00524,ST02,Kudama State,Olowawa,Jatduni,Urban,227,,0,,,,,
EA00525,ST02,Kudama State,Dunzaja,Tantsiwo,Urban,64,,0,,,,,
EA00526,ST02,Kudama State,Adalari,Gwaluli,Rural,174,,0,,,,,
EA00527,ST02,Kudama State,Yoblaja,Zarngoru,Rural,93,,0,,,,,
EA00528,ST02,Kudama State,Sokwayi,Enwnuwo,Rural,145,,0,,,,,
EA00529,ST02,Kudama State,Marshayi,Ngewama,Rural,106,,0,,,,,
EA00530,ST02,Kudama State,Zarkoshi,Ekitsita,Urban,193,,0,,,,,
EA00531,ST02,Kudama State,Ibitside,Halkori,Rural,50,,0,,,,,
EA00532,ST02,Kudama State,Plamami,Olotsiru,Rural,114,,0,,,,,
EA00533,ST02,Kudama State,Zarbeba,Tanzaru,Urban,316,,0,,,,,
EA00534,ST02,Kudama State,Zarlade,Plawawa,Rural,42,,0,,,,,
EA00535,ST02,Kudama State,Soknayi,Katmawa,Rural,55,,0,,,,,
EA00536,ST02,Kudama State,Aguwayi,Ngetili,Rural,97,,0,,,,,
EA00537,ST02,Kudama State,Dursashi,Katmama,Rural,212,,0,,,,,
EA00538,ST02,Kudama State,Olowawa,Kusmima,Urban,274,,0,,,,,
EA00539,ST02,Kudama State,Dunzaja,Agusasa,Rural,105,,0,,,,,
EA00540,ST02,Kudama State,Adalari,Adamayi,Rural,67,,0,,,,,
EA00541,ST02,Kudama State,Yoblaja,Fumrisa,Rural,53,,0,,,,,
EA00542,ST02,Kudama State,Sokwayi,Tivmasa,Urban,214,C037,1,0.1786758,35931.0,30.0,222.0,Visited as selected
EA00543,ST02,Kudama State,Marshayi,Sharari,Rural,75,,0,,,,,
EA00544,ST02,Kudama State,Zarkoshi,Jatkoni,Rural,84,,0,,,,,
EA00545,ST02,Kudama State,Ibitside,Adaluru,Rural,91,,0,,,,,
EA00546,ST02,Kudama State,Plamami,Kalnumi,Rural,69,,0,,,,,
EA00547,ST02,Kudama State,Zarbeba,Ibitina,Rural,175,,0,,,,,
EA00548,ST02,Kudama State,Zarlade,Kusmami,Rural,203,,0,,,,,
EA00549,ST02,Kudama State,Soknayi,Oloduri,Rural,151,,0,,,,,
EA00550,ST02,Kudama State,Aguwayi,Durmari,Rural,64,,0,,,,,
EA00551,ST02,Kudama State,Dursashi,Durshade,Rural,189,,0,,,,,
EA00552,ST02,Kudama State,Olowawa,Bennawo,Rural,71,,0,,,,,
EA00553,ST02,Kudama State,Dunzaja,Kuswasa,Rural,64,,0,,,,,
EA00554,ST02,Kudama State,Adalari,Ibinaru,Rural,122,,0,,,,,
EA00555,ST02,Kudama State,Yoblaja,Ngerako,Rural,224,,0,,,,,
EA00556,ST02,Kudama State,Sokwayi,Benwawo,Rural,148,,0,,,,,
EA00557,ST02,Kudama State,Marshayi,Marngona,Rural,52,,0,,,,,
EA00558,ST02,Kudama State,Zarkoshi,Supsayi,Rural,93,,0,,,,,
EA00559,ST02,Kudama State,Ibitside,Agutsiri,Rural,107,,0,,,,,
EA00560,ST02,Kudama State,Plamami,Sokdutu,Rural,99,,0,,,,,
EA00561,ST02,Kudama State,Zarbeba,Tivlade,Rural,98,,0,,,,,
EA00562,ST02,Kudama State,Zarlade,Enwngodu,Rural,103,C050,1,0.08599816,35931.0,30.0,135.0,Visited as selected
EA00563,ST02,Kudama State,Soknayi,Gomlaba,Rural,61,,0,,,,,
EA00564,ST02,Kudama State,Aguwayi,Umoluba,Urban,252,,0,,,,,
EA00565,ST02,Kudama State,Dursashi,Shayoni,Rural,50,,0,,,,,
EA00566,ST02,Kudama State,Olowawa,Katlani,Urban,69,,0,,,,,
EA00567,ST02,Kudama State,Dunzaja,Durkoba,Rural,34,,0,,,,,
EA00568,ST02,Kudama State,Adalari,Wudtina,Rural,184,,0,,,,,
EA00569,ST02,Kudama State,Yoblaja,Jatduri,Rural,262,,0,,,,,
EA00570,ST02,Kudama State,Sokwayi,Dunrisa,Rural,70,,0,,,,,
EA00571,ST02,Kudama State,Marshayi,Shaluko,Rural,51,,0,,,,,
EA00572,ST02,Kudama State,Zarkoshi,Lomwashi,Rural,79,,0,,,,,
EA00573,ST02,Kudama State,Ibitside,Zarsawa,Urban,106,,0,,,,,
EA00574,ST02,Kudama State,Plamami,Fumzaja,Rural,33,,0,,,,,
EA00575,ST02,Kudama State,Zarbeba,Halngori,Rural,66,,0,,,,,
EA00576,ST02,Kudama State,Zarlade,Adaduwo,Rural,174,,0,,,,,
EA00577,ST02,Kudama State,Soknayi,Pladuja,Rural,140,,0,,,,,
EA00578,ST02,Kudama State,Aguwayi,Kussali,Rural,62,C053,1,0.05176588,35931.0,30.0,64.0,Visited as selected
EA00579,ST02,Kudama State,Dursashi,Uzutita,Rural,63,,0,,,,,
EA00580,ST02,Kudama State,Olowawa,Halngoru,Rural,54,,0,,,,,
EA00581,ST02,Kudama State,Dunzaja,Halshaja,Urban,213,,0,,,,,
EA00582,ST02,Kudama State,Adalari,Wudyoba,Rural,187,,0,,,,,
EA00583,ST02,Kudama State,Yoblaja,Wudwali,Rural,152,,0,,,,,
EA00584,ST02,Kudama State,Sokwayi,Iralako,Urban,158,,0,,,,,
EA00585,ST02,Kudama State,Marshayi,Kuskoru,Rural,259,C048,1,0.21624781,35931.0,30.0,229.0,Visited as selected
EA00586,ST02,Kudama State,Zarkoshi,Barzawo,Rural,138,,0,,,,,
EA00587,ST02,Kudama State,Ibitside,Supnani,Rural,98,,0,,,,,
EA00588,ST02,Kudama State,Plamami,Adalusa,Rural,160,,0,,,,,
EA00589,ST02,Kudama State,Zarbeba,Ibiriru,Urban,45,C056,1,0.03757201,35931.0,30.0,46.0,Visited as selected
EA00590,ST02,Kudama State,Zarlade,Irakodu,Rural,98,,0,,,,,
EA00591,ST02,Kudama State,Soknayi,Rivluru,Rural,115,,0,,,,,
EA00592,ST02,Kudama State,Aguwayi,Supzali,Urban,120,,0,,,,,
EA00593,ST02,Kudama State,Dursashi,Ekiduyi,Rural,81,,0,,,,,
EA00594,ST02,Kudama State,Olowawa,Bauluta,Rural,108,,0,,,,,
EA00595,ST02,Kudama State,Dunzaja,Enwlani,Rural,89,,0,,,,,
EA00596,ST02,Kudama State,Adalari,Zarlata,Rural,138,,0,,,,,
EA00597,ST02,Kudama State,Yoblaja,Yenrisa,Rural,159,,0,,,,,
EA00598,ST02,Kudama State,Sokwayi,Aguritu,Urban,66,,0,,,,,
EA00599,ST02,Kudama State,Marshayi,Baulayi,Rural,53,,0,,,,,
EA00600,ST02,Kudama State,Zarkoshi,Barkoma,Rural,156,,0,,,,,
EA00601,ST02,Kudama State,Ibitside,Agukoja,Urban,123,,0,,,,,
EA00602,ST02,Kudama State,Plamami,Adaradu,Rural,102,,0,,,,,
EA00603,ST02,Kudama State,Zarbeba,Irasama,Urban,135,,0,,,,,
EA00604,ST02,Kudama State,Zarlade,Soknuma,Urban,163,,0,,,,,
EA00605,ST02,Kudama State,Soknayi,Baushama,Rural,123,,0,,,,,
EA00606,ST02,Kudama State,Aguwayi,Kusluma,Rural,128,,0,,,,,
EA00607,ST02,Kudama State,Dursashi,Tannutu,Rural,84,,0,,,,,
EA00608,ST02,Kudama State,Olowawa,Ekitili,Urban,399,C049,1,0.33313852,35931.0,30.0,615.0,Visited as selected
EA00609,ST02,Kudama State,Dunzaja,Uzududu,Rural,204,,0,,,,,
EA00610,ST02,Kudama State,Adalari,Gomtside,Rural,51,,0,,,,,
EA00611,ST02,Kudama State,Yoblaja,Sokbeta,Urban,53,,0,,,,,
EA00612,ST02,Kudama State,Sokwayi,Marriwa,Rural,141,,0,,,,,
EA00613,ST02,Kudama State,Marshayi,Wudtsisa,Urban,112,C035,1,0.09351257,35931.0,30.0,80.0,Visited as selected
EA00614,ST02,Kudama State,Zarkoshi,Agujita,Rural,93,,0,,,,,
EA00615,ST02,Kudama State,Ibitside,Yobnaja,Rural,218,,0,,,,,
EA00616,ST02,Kudama State,Plamami,Rivlako,Rural,107,,0,,,,,
EA00617,ST02,Kudama State,Zarbeba,Zardusa,Rural,62,,0,,,,,
EA00618,ST02,Kudama State,Zarlade,Wudjiru,Rural,142,,0,,,,,
EA00619,ST02,Kudama State,Soknayi,Okolashi,Rural,71,,0,,,,,
EA00620,ST02,Kudama State,Aguwayi,Shabetu,Rural,124,,0,,,,,
EA00621,ST02,Kudama State,Dursashi,Tivduko,Rural,105,,0,,,,,
EA00622,ST02,Kudama State,Olowawa,Dunmari,Rural,81,,0,,,,,
EA00623,ST02,Kudama State,Dunzaja,Zartsile,Rural,152,,0,,,,,
EA00624,ST02,Kudama State,Adalari,Okokoshi,Rural,183,,0,,,,,
EA00625,ST02,Kudama State,Yoblaja,Aguyori,Rural,58,,0,,,,,
EA00626,ST02,Kudama State,Sokwayi,Okowaja,Rural,28,,0,,,,,
EA00627,ST02,Kudama State,Marshayi,Jatdutu,Rural,185,,0,,,,,
EA00628,ST02,Kudama State,Zarkoshi,Bennudu,Urban,67,,0,,,,,
EA00629,ST02,Kudama State,Ibitside,Kattsiru,Urban,188,,0,,,,,
EA00630,ST02,Kudama State,Plamami,Lombewa,Rural,103,,0,,,,,
EA00631,ST02,Kudama State,Zarbeba,Shawaja,Rural,38,,0,,,,,
EA00632,ST02,Kudama State,Zarlade,Ekikoni,Rural,110,,0,,,,,
EA00633,ST02,Kudama State,Soknayi,Durjiko,Rural,25,,0,,,,,
