ward_code,ward_name,lga_code,lga_name,total_population,population_under5,population_source
W0344,Wurzafa,LGA057,Joskeru,28466.0,4595.0,Projected 2026 from 2006 census
W0337,Okeluwo,LGA093,Tamlufa-East,60422.0,9242.0,Gridded population estimate 2024
W0346,Yobnuma,LGA093,Tamlufa-East,5421.0,799.0,Gridded population estimate 2024
W0365,Ibayoja,LGA093,Tamlufa-East,22597.0,3754.0,Projected 2026 from 2006 census
W0388,Hanraru,LGA093,Tamlufa-East,36907.0,5874.0,Gridded population estimate 2024
W0399,Katduba,LGA093,Tamlufa-East,17739.0,2807.0,Projected 2026 from 2006 census
W0268,Ekemiwa,LGA049,Ibamide,19759.0,3300.0,Gridded population estimate 2024
W0291,Katnule,LGA049,Ibamide,18324.0,2845.0,Projected 2026 from 2006 census
W0292,Funrashi,LGA049,Ibamide,34336.0,5582.0,Projected 2026 from 2006 census
W0300,Tivtimi,LGA049,Ibamide,28943.0,4887.0,Projected 2026 from 2006 census
W0312,Banrani,LGA049,Ibamide,9841.0,1715.0,Gridded population estimate 2024
W0349,Tivshana,LGA042,Hanjiko,9478.0,1571.0,Projected 2026 from 2006 census
W0357,Tivdeli,LGA042,Hanjiko,5469.0,800.0,Gridded population estimate 2024
W0361,Sokyowa,LGA042,Hanjiko,23511.0,3518.0,Projected 2026 from 2006 census
W0364,Katbeno,LGA042,Hanjiko,9987.0,1613.0,Projected 2026 from 2006 census
W0375,Zamwari,LGA042,Hanjiko,24345.0,4005.0,Projected 2026 from 2006 census
W0384,Daimako,LGA042,Hanjiko,8679.0,1375.0,Projected 2026 from 2006 census
W0387,Baunata,LGA042,Hanjiko,25729.0,4186.0,Projected 2026 from 2006 census
W0269,Shayona,LGA084,Olujiwa,,,Projected 2026 from 2006 census
W0270,Ngeduru,LGA084,Olujiwa,40580.0,6791.0,Projected 2026 from 2006 census
W0284,Okemishi,LGA084,Olujiwa,27389.0,4357.0,Projected 2026 from 2006 census
W0285,Kukrali,LGA084,Olujiwa,28554.0,4691.0,Projected 2026 from 2006 census
W0301,Agbsama,LGA084,Olujiwa,24268.0,3606.0,Gridded population estimate 2024
W0305,Yobbana,LGA084,Olujiwa,7990.0,1262.0,Projected 2026 from 2006 census
W0228,Yeldule,LGA072,Nasdudu-North,30843.0,4790.0,Projected 2026 from 2006 census
W0250,Soknudu,LGA072,Nasdudu-North,10680.0,1795.0,Projected 2026 from 2006 census
W0252,Shawaba,LGA072,Nasdudu-North,16640.0,3059.0,Gridded population estimate 2024
W0276,Ngewama,LGA072,Nasdudu-North,8984.0,1304.0,Projected 2026 from 2006 census
W0277,Okenatu,LGA072,Nasdudu-North,6289.0,924.0,Gridded population estimate 2024
W0290,Dutrama,LGA002,Adekowo,16813.0,3036.0,Projected 2026 from 2006 census
W0350,Ekenushi,LGA002,Adekowo,24459.0,3750.0,Gridded population estimate 2024
W0372,Sokshano,LGA002,Adekowo,18801.0,2800.0,Projected 2026 from 2006 census
W0373,Ngeluli,LGA002,Adekowo,16604.0,2928.0,Gridded population estimate 2024
W0397,Ibangoba,LGA099,Tivrafa-West,17016.0,3113.0,Projected 2026 from 2006 census
W0416,Agbkoli,LGA099,Tivrafa-West,63483.0,11133.0,Gridded population estimate 2024
W0427,Katdeno,LGA099,Tivrafa-West,64470.0,9430.0,Projected 2026 from 2006 census
W0438,Maldule,LGA099,Tivrafa-West,89130.0,13587.0,Gridded population estimate 2024
W0457,Zambema,LGA099,Tivrafa-West,144693.0,26236.0,Projected 2026 from 2006 census
W0363,Ibalana,LGA028,Dutjiri,67969.0,11837.0,Projected 2026 from 2006 census
W0369,Tivyoyi,LGA028,Dutjiri,12654.0,2072.0,Gridded population estimate 2024
W0378,Katbaru,LGA028,Dutjiri,66556.0,9690.0,Gridded population estimate 2024
W0396,Katmana,LGA028,Dutjiri,108552.0,18540.0,Projected 2026 from 2006 census
W0308,Uzodumi,LGA006,Agbkotu-South,56649.0,8954.0,Gridded population estimate 2024
W0311,Uzotsiru,LGA006,Agbkotu-South,17315.0,3078.0,Gridded population estimate 2024
W0320,Enumitu,LGA006,Agbkotu-South,62751.0,9137.0,Projected 2026 from 2006 census
W0331,Daitsitu,LGA006,Agbkotu-South,66951.0,9983.0,Projected 2026 from 2006 census
W0381,Bausako,LGA076,Nasyotu,165631.0,28205.0,Projected 2026 from 2006 census
W0404,Kuknadu,LGA076,Nasyotu,28978.0,5337.0,Projected 2026 from 2006 census
W0415,Birbele,LGA076,Nasyotu,54096.0,9626.0,Projected 2026 from 2006 census
W0418,Banwama,LGA076,Nasyotu,63469.0,11492.0,Gridded population estimate 2024
W0330,Daiyona,LGA094,Tamluni,100817.0,17826.0,Gridded population estimate 2024
W0333,Riylale,LGA094,Tamluni,45323.0,7809.0,Gridded population estimate 2024
W0351,Duttsisa,LGA094,Tamluni,20255.0,3577.0,Projected 2026 from 2006 census
W0352,Kukjino,LGA094,Tamluni,238099.0,41681.0,Gridded population estimate 2024
W0355,Uzosawo,LGA094,Tamluni,81645.0,13881.0,Gridded population estimate 2024
W0370,Agbnana,LGA094,Tamluni,68830.0,11728.0,Projected 2026 from 2006 census
W0382,Bantsiko,LGA094,Tamluni,171413.0,27404.0,Gridded population estimate 2024
W0307,Banlama,LGA075,Nassako-Central,66320.0,12156.0,Projected 2026 from 2006 census
W0313,Riymano,LGA075,Nassako-Central,134531.0,24673.0,Projected 2026 from 2006 census
W0339,Uzorimi,LGA075,Nassako-Central,47819.0,7749.0,Projected 2026 from 2006 census
W0342,Ngemiyi,LGA075,Nassako-Central,173629.0,27558.0,Gridded population estimate 2024
W0356,Daitisa,LGA075,Nassako-Central,57444.0,8377.0,Projected 2026 from 2006 census
W0358,Ekesasa,LGA075,Nassako-Central,50681.0,9065.0,Projected 2026 from 2006 census
W0398,Gwobako,LGA075,Nassako-Central,114383.0,20259.0,Projected 2026 from 2006 census
W0520,Yelbeba,LGA095,Tamwata-South,21297.0,3456.0,Projected 2026 from 2006 census
W0523,Riynaja,LGA095,Tamwata-South,2417.0,430.0,Projected 2026 from 2006 census
W0537,Ngesana,LGA095,Tamwata-South,9976.0,1799.0,Projected 2026 from 2006 census
W0571,Uzoyodu,LGA095,Tamwata-South,41393.0,6855.0,Projected 2026 from 2006 census
W0464,Tamnuta,LGA033,Ekedewo,36744.0,5704.0,Gridded population estimate 2024
W0465,Gwokoma,LGA033,Ekedewo,9433.0,1447.0,Projected 2026 from 2006 census
W0468,Supmija,LGA033,Ekedewo,26377.0,3832.0,Projected 2026 from 2006 census
W0482,Banmide,LGA033,Ekedewo,23841.0,3968.0,Gridded population estimate 2024
W0492,Adetsiko,LGA033,Ekedewo,7474.0,1352.0,Gridded population estimate 2024
W0417,Daizana,LGA026,Daishali-Central,18366.0,2762.0,Gridded population estimate 2024
W0431,Adekede,LGA026,Daishali-Central,7815.0,1274.0,Projected 2026 from 2006 census
W0439,Daideli,LGA026,Daishali-Central,18937.0,2996.0,Projected 2026 from 2006 census
W0443,Supngotu,LGA026,Daishali-Central,34129.0,5714.0,Projected 2026 from 2006 census
W0452,Adewano,LGA026,Daishali-Central,7444.0,1244.0,Projected 2026 from 2006 census
W0453,Adetsidu,LGA026,Daishali-Central,12736.0,1950.0,Projected 2026 from 2006 census
W0470,Funyofa,LGA111,Yeltsina,9560.0,1494.0,Projected 2026 from 2006 census
W0476,Yobngole,LGA111,Yeltsina,35002.0,5613.0,Projected 2026 from 2006 census
W0484,Tivlano,LGA111,Yeltsina,45422.0,7802.0,Gridded population estimate 2024
W0489,Ngemili,LGA111,Yeltsina,6567.0,1121.0,Projected 2026 from 2006 census
W0490,Zamdena,LGA111,Yeltsina,23066.0,4084.0,Gridded population estimate 2024
W0502,Hantima,LGA111,Yeltsina,41236.0,6427.0,Projected 2026 from 2006 census
W0503,Yobbafa,LGA111,Yeltsina,29444.0,4594.0,Gridded population estimate 2024
W0506,Dairili,LGA029,Dutkeni,55806.0,9194.0,Projected 2026 from 2006 census
W0511,Supriyi,LGA029,Dutkeni,15593.0,2678.0,Projected 2026 from 2006 census
W0521,Funwashi,LGA029,Dutkeni,15168.0,2577.0,Gridded population estimate 2024
W0522,Dutluko,LGA029,Dutkeni,8488.0,1399.0,Gridded population estimate 2024
W0554,Agbzali,LGA029,Dutkeni,61670.0,10296.0,Projected 2026 from 2006 census
W0454,Gwoyowo,LGA003,Adelaja-North,56223.0,8971.0,Gridded population estimate 2024
W0474,Tambawa,LGA003,Adelaja-North,17532.0,2839.0,Gridded population estimate 2024
W0481,Uzolaba,LGA003,Adelaja-North,4200.0,653.0,Projected 2026 from 2006 census
W0499,Loktsifa,LGA003,Adelaja-North,25735.0,4035.0,Projected 2026 from 2006 census
W0410,Wurtimi,LGA106,Wurkota,12659.0,1986.0,Gridded population estimate 2024
W0424,Olunumi,LGA106,Wurkota,12678.0,2217.0,Projected 2026 from 2006 census
W0432,Adebale,LGA106,Wurkota,10125.0,1694.0,Projected 2026 from 2006 census
W0436,Shaduni,LGA106,Wurkota,19802.0,3020.0,Gridded population estimate 2024
W0449,Sharimi,LGA106,Wurkota,23410.0,4323.0,Gridded population estimate 2024
W0451,Ekebawa,LGA106,Wurkota,8701.0,1569.0,Projected 2026 from 2006 census
W0391,Kadbana,LGA098,Tivngoba,25752.0,4288.0,Projected 2026 from 2006 census
W0409,Zamzani,LGA098,Tivngoba,11084.0,1939.0,Gridded population estimate 2024
W0411,Umuduno,LGA098,Tivngoba,30087.0,4458.0,Gridded population estimate 2024
W0414,Lokkode,LGA098,Tivngoba,67858.0,10432.0,Gridded population estimate 2024
W0420,Bantsitu,LGA098,Tivngoba,39333.0,7085.0,Gridded population estimate 2024
W0430,Daikowa,LGA098,Tivngoba,33801.0,5804.0,Gridded population estimate 2024
W0297,Agbtiba,LGA083,Olubani-South,25472.0,4095.0,Projected 2026 from 2006 census
W0306,Kukmiyi,LGA083,Olubani-South,17600.0,3229.0,Gridded population estimate 2024
W0316,Tamduri,LGA083,Olubani-South,38124.0,5881.0,Gridded population estimate 2024
W0319,Wurlutu,LGA083,Olubani-South,38852.0,6166.0,Gridded population estimate 2024
W0329,Jostsita,LGA083,Olubani-South,13014.0,2007.0,Projected 2026 from 2006 census
W0327,Suplashi,LGA105,Uzorisa,23202.0,4107.0,Gridded population estimate 2024
W0345,Olulale,LGA105,Uzorisa,52073.0,9564.0,Projected 2026 from 2006 census
W0347,Umurifa,LGA105,Uzorisa,18956.0,3222.0,Gridded population estimate 2024
W0371,Wurzano,LGA105,Uzorisa,36608.0,5745.0,Projected 2026 from 2006 census
W0377,Kukwana,LGA105,Uzorisa,18654.0,3375.0,Gridded population estimate 2024
W0278,Nasrari,LGA066,Loksayi,5709.0,856.0,Projected 2026 from 2006 census
W0286,Riyridu,LGA066,Loksayi,20150.0,3129.0,Projected 2026 from 2006 census
W0302,Yeldena,LGA066,Loksayi,31383.0,5194.0,Gridded population estimate 2024
W0309,Lokyofa,LGA066,Loksayi,22795.0,3929.0,Projected 2026 from 2006 census
W0335,Lokkona,LGA066,Loksayi,27978.0,4874.0,Projected 2026 from 2006 census
W0383,Funkotu,LGA046,Hansatu,8410.0,1531.0,Projected 2026 from 2006 census
W0395,Supyomi,LGA046,Hansatu,18207.0,3135.0,Projected 2026 from 2006 census
W0400,Banzashi,LGA046,Hansatu,6350.0,1159.0,Gridded population estimate 2024
W0419,Uzowadu,LGA046,Hansatu,41644.0,7348.0,Projected 2026 from 2006 census
W0421,Okeriyi,LGA046,Hansatu,10389.0,1619.0,Projected 2026 from 2006 census
W0435,Katlale,LGA046,Hansatu,23654.0,3543.0,Projected 2026 from 2006 census
W0288,Daiwaru,LGA011,Agbridu-West,31115.0,4774.0,Gridded population estimate 2024
W0299,Hanwano,LGA011,Agbridu-West,32330.0,5418.0,Gridded population estimate 2024
W0314,Yobnushi,LGA011,Agbridu-West,36757.0,6093.0,Gridded population estimate 2024
W0328,Gwojishi,LGA011,Agbridu-West,27906.0,4942.0,Projected 2026 from 2006 census
W0354,Tivsako,LGA016,Banluwo,23840.0,4066.0,Gridded population estimate 2024
W0380,Josmako,LGA016,Banluwo,12033.0,2078.0,Projected 2026 from 2006 census
W0393,Yobkono,LGA016,Banluwo,29872.0,5172.0,Projected 2026 from 2006 census
W0394,Ekengoja,LGA016,Banluwo,13519.0,2068.0,Gridded population estimate 2024
W0338,Nastino,LGA116,Zamberi-North,15608.0,2729.0,Gridded population estimate 2024
W0353,Malshana,LGA116,Zamberi-North,,,Projected 2026 from 2006 census
W0360,Tivtsisa,LGA116,Zamberi-North,60520.0,10296.0,Gridded population estimate 2024
W0367,Nasjidu,LGA116,Zamberi-North,29290.0,4270.0,Gridded population estimate 2024
W0368,Josmatu,LGA116,Zamberi-North,16569.0,2532.0,Gridded population estimate 2024
W0462,Funngoru,LGA001,Adekeni,53829.0,9389.0,Gridded population estimate 2024
W0478,Wurshani,LGA001,Adekeni,36194.0,5689.0,Projected 2026 from 2006 census
W0486,Agbjisa,LGA001,Adekeni,20259.0,3433.0,Projected 2026 from 2006 census
W0487,Tamnuma,LGA001,Adekeni,,,Gridded population estimate 2024
W0508,Uzotsija,LGA001,Adekeni,52312.0,7858.0,Projected 2026 from 2006 census
W0512,Okezari,LGA001,Adekeni,4392.0,666.0,Projected 2026 from 2006 census
W0405,Irongoko,LGA074,Nasrifa,31968.0,5288.0,Projected 2026 from 2006 census
W0413,Birtsiba,LGA074,Nasrifa,13492.0,2156.0,Projected 2026 from 2006 census
W0422,Adedede,LGA074,Nasrifa,20157.0,3104.0,Projected 2026 from 2006 census
W0425,Riynuna,LGA074,Nasrifa,4633.0,794.0,Projected 2026 from 2006 census
W0428,Wurzani,LGA074,Nasrifa,5140.0,935.0,Projected 2026 from 2006 census
W0448,Sokngono,LGA074,Nasrifa,29321.0,4854.0,Projected 2026 from 2006 census
W0455,Daizaba,LGA074,Nasrifa,31974.0,5605.0,Projected 2026 from 2006 census
W0423,Agbriko,LGA113,Yobmija,37321.0,5670.0,Projected 2026 from 2006 census
W0426,Agbshako,LGA113,Yobmija,21816.0,3648.0,Projected 2026 from 2006 census
W0442,Yobludu,LGA113,Yobmija,28989.0,4322.0,Gridded population estimate 2024
W0445,Josrani,LGA113,Yobmija,5035.0,872.0,Gridded population estimate 2024
W0459,Dutzali,LGA113,Yobmija,12519.0,2043.0,Projected 2026 from 2006 census
W0463,Baulasa,LGA113,Yobmija,7935.0,1180.0,Projected 2026 from 2006 census
W0485,Kattino,LGA050,Ibangosa,14862.0,2524.0,Projected 2026 from 2006 census
W0493,Hanwani,LGA050,Ibangosa,16309.0,2376.0,Gridded population estimate 2024
W0494,Funnari,LGA050,Ibangosa,16774.0,2882.0,Projected 2026 from 2006 census
W0509,Shazama,LGA108,Wuryona,12703.0,2280.0,Projected 2026 from 2006 census
W0514,Katraja,LGA108,Wuryona,15368.0,2468.0,Gridded population estimate 2024
W0527,Wurkele,LGA108,Wuryona,,,Projected 2026 from 2006 census
W0541,Okenuko,LGA108,Wuryona,25417.0,4015.0,Projected 2026 from 2006 census
W0539,Sokdeba,LGA115,Zambani,106552.0,19545.0,Projected 2026 from 2006 census
W0546,Adesale,LGA115,Zambani,81668.0,14732.0,Gridded population estimate 2024
W0559,Lokrana,LGA115,Zambani,77390.0,13252.0,Projected 2026 from 2006 census
W0560,Shatsiba,LGA115,Zambani,111681.0,18185.0,Gridded population estimate 2024
W0565,Dailaba,LGA115,Zambani,114547.0,20174.0,Projected 2026 from 2006 census
W0578,Irokoni,LGA115,Zambani,54612.0,9034.0,Gridded population estimate 2024
W0582,Kukbeta,LGA020,Bautiru-West,14994.0,2264.0,Gridded population estimate 2024
W0594,Uzomisa,LGA020,Bautiru-West,136327.0,22276.0,Projected 2026 from 2006 census
W0596,Zamkoja,LGA020,Bautiru-West,20075.0,3367.0,Projected 2026 from 2006 census
W0612,Tivsana,LGA020,Bautiru-West,46849.0,8493.0,Gridded population estimate 2024
W0617,Ekekode,LGA020,Bautiru-West,76328.0,13712.0,Gridded population estimate 2024
W0579,Irozari,LGA038,Funkedu,60964.0,10835.0,Projected 2026 from 2006 census
W0580,Soktiba,LGA038,Funkedu,41671.0,6786.0,Gridded population estimate 2024
W0586,Kukngole,LGA038,Funkedu,134710.0,24818.0,Gridded population estimate 2024
W0593,Gwonale,LGA038,Funkedu,25017.0,4616.0,Projected 2026 from 2006 census
W0597,Ngetiba,LGA038,Funkedu,110138.0,16966.0,Projected 2026 from 2006 census
W0605,Wurbasa,LGA038,Funkedu,65037.0,11672.0,Projected 2026 from 2006 census
W0590,Gwonashi,LGA058,Josmiba,78373.0,14204.0,Projected 2026 from 2006 census
W0598,Shalule,LGA058,Josmiba,70444.0,11428.0,Projected 2026 from 2006 census
W0606,Josmadu,LGA058,Josmiba,68604.0,11731.0,Gridded population estimate 2024
W0609,Daiwana,LGA058,Josmiba,72270.0,13328.0,Gridded population estimate 2024
W0614,Wurngomi,LGA058,Josmiba,45660.0,8304.0,Projected 2026 from 2006 census
W0618,Funnuta,LGA058,Josmiba,63541.0,10296.0,Projected 2026 from 2006 census
W0547,Hanbeko,LGA060,Katdudu,123248.0,20697.0,Gridded population estimate 2024
W0562,Bandema,LGA060,Katdudu,80909.0,13036.0,Projected 2026 from 2006 census
W0566,Wurtsiwa,LGA060,Katdudu,219138.0,36978.0,Gridded population estimate 2024
W0576,Kadtini,LGA060,Katdudu,115814.0,17571.0,Projected 2026 from 2006 census
W0581,Daibefa,LGA060,Katdudu,80085.0,13145.0,Projected 2026 from 2006 census
W0533,Banluwa,LGA082,Okeyoru-South,73623.0,12097.0,Projected 2026 from 2006 census
W0540,Umuyoba,LGA082,Okeyoru-South,220047.0,33576.0,Projected 2026 from 2006 census
W0544,Hantsishi,LGA082,Okeyoru-South,56022.0,8481.0,Projected 2026 from 2006 census
W0555,Baurima,LGA082,Okeyoru-South,136403.0,22122.0,Gridded population estimate 2024
W0343,Uzojiri,LGA032,Ekedeta-East,15430.0,2514.0,Projected 2026 from 2006 census
W0473,Tivnuta,LGA032,Ekedeta-East,42259.0,7641.0,Projected 2026 from 2006 census
W0477,Funjiyi,LGA032,Ekedeta-East,23272.0,3790.0,Projected 2026 from 2006 census
W0495,Shaketa,LGA032,Ekedeta-East,27884.0,4569.0,Gridded population estimate 2024
W0496,Baubama,LGA032,Ekedeta-East,19064.0,2843.0,Projected 2026 from 2006 census
W0510,Tammawo,LGA032,Ekedeta-East,16593.0,2846.0,Gridded population estimate 2024
W0389,Agbwali,LGA018,Baumiru,63754.0,9846.0,Gridded population estimate 2024
W0406,Hansasa,LGA018,Baumiru,28696.0,4775.0,Projected 2026 from 2006 census
W0412,Yelngomi,LGA018,Baumiru,7116.0,1197.0,Projected 2026 from 2006 census
W0437,Katluko,LGA018,Baumiru,10915.0,1803.0,Gridded population estimate 2024
W0392,Joslaru,LGA065,Loknaba,36359.0,6175.0,Projected 2026 from 2006 census
W0402,Agbdeni,LGA065,Loknaba,23171.0,4165.0,Projected 2026 from 2006 census
W0433,Shangoru,LGA065,Loknaba,34915.0,6230.0,Gridded population estimate 2024
W0434,Lokngode,LGA085,Oluyofa,12011.0,1811.0,Projected 2026 from 2006 census
W0447,Agbngode,LGA085,Oluyofa,21622.0,3510.0,Projected 2026 from 2006 census
W0458,Agbmile,LGA085,Oluyofa,26016.0,4701.0,Projected 2026 from 2006 census
W0460,Ekenuno,LGA085,Oluyofa,36284.0,6257.0,Gridded population estimate 2024
W0461,Lokwari,LGA085,Oluyofa,25999.0,4774.0,Gridded population estimate 2024
W0471,Soknutu,LGA085,Oluyofa,9182.0,1625.0,Gridded population estimate 2024
W0488,Zambaja,LGA097,Tivmama,21075.0,3478.0,Projected 2026 from 2006 census
W0498,Naslawa,LGA097,Tivmama,38895.0,6378.0,Gridded population estimate 2024
W0513,Okekewa,LGA097,Tivmama,16391.0,2627.0,Projected 2026 from 2006 census
W0517,Banshafa,LGA097,Tivmama,17151.0,2506.0,Projected 2026 from 2006 census
W0526,Yobdede,LGA097,Tivmama,21999.0,3533.0,Gridded population estimate 2024
W0528,Loktifa,LGA097,Tivmama,6608.0,1108.0,Projected 2026 from 2006 census
W0529,Supdushi,LGA097,Tivmama,13330.0,2373.0,Projected 2026 from 2006 census
W0530,Kadzaru,LGA097,Tivmama,27863.0,4187.0,Projected 2026 from 2006 census
W0507,Zamnuno,LGA088,Sokmiri,52332.0,9100.0,Projected 2026 from 2006 census
W0519,Ekeriri,LGA088,Sokmiri,23060.0,3814.0,Projected 2026 from 2006 census
W0531,Umuwako,LGA088,Sokmiri,38914.0,5813.0,Projected 2026 from 2006 census
W0534,Bauyoyi,LGA088,Sokmiri,48359.0,8057.0,Projected 2026 from 2006 census
W0587,Okemashi,LGA067,Lokshasa,29466.0,4729.0,Gridded population estimate 2024
W0592,Tivrana,LGA067,Lokshasa,13446.0,2101.0,Projected 2026 from 2006 census
W0595,Zamriru,LGA067,Lokshasa,33457.0,5800.0,Projected 2026 from 2006 census
W0601,Riynawa,LGA067,Lokshasa,29087.0,5261.0,Projected 2026 from 2006 census
W0535,Dairami,LGA059,Jostile,14424.0,2502.0,Projected 2026 from 2006 census
W0549,Tivdewo,LGA059,Jostile,50209.0,8502.0,Gridded population estimate 2024
W0552,Riydewa,LGA059,Jostile,9433.0,1535.0,Gridded population estimate 2024
W0556,Josngoni,LGA059,Jostile,6005.0,977.0,Projected 2026 from 2006 census
W0558,Tamsashi,LGA059,Jostile,26701.0,4303.0,Projected 2026 from 2006 census
W0563,Shatsino,LGA059,Jostile,25700.0,4369.0,Projected 2026 from 2006 census
W0568,Yobkema,LGA059,Jostile,52632.0,8470.0,Projected 2026 from 2006 census
W0570,Hantsiyi,LGA059,Jostile,7557.0,1285.0,Projected 2026 from 2006 census
W0573,Riyjiyi,LGA059,Jostile,29232.0,4838.0,Gridded population estimate 2024
W0569,Lokmiba,LGA078,Ngenuta-Central,30658.0,5152.0,Gridded population estimate 2024
W0575,Agbmama,LGA078,Ngenuta-Central,34375.0,5281.0,Projected 2026 from 2006 census
W0584,Shangodu,LGA078,Ngenuta-Central,15050.0,2231.0,Gridded population estimate 2024
W0589,Tivtsiwo,LGA078,Ngenuta-Central,10147.0,1585.0,Gridded population estimate 2024
W0480,Malnumi,LGA069,Maljiwo,8389.0,1358.0,Projected 2026 from 2006 census
W0501,Hanlasa,LGA069,Maljiwo,39720.0,6117.0,Projected 2026 from 2006 census
W0504,Maljini,LGA069,Maljiwo,16052.0,2895.0,Gridded population estimate 2024
W0515,Oluwaba,LGA069,Maljiwo,41540.0,6419.0,Projected 2026 from 2006 census
W0536,Iroyori,LGA110,Yeltili,42824.0,7385.0,Gridded population estimate 2024
W0551,Gwobali,LGA110,Yeltili,15246.0,2654.0,Projected 2026 from 2006 census
W0553,Nasmitu,LGA110,Yeltili,7788.0,1389.0,Projected 2026 from 2006 census
W0561,Okedefa,LGA110,Yeltili,12421.0,1910.0,Projected 2026 from 2006 census
W0572,Kuknayi,LGA110,Yeltili,61989.0,10091.0,Gridded population estimate 2024
W0444,Adeketu,LGA023,Daibewo,53997.0,9842.0,Projected 2026 from 2006 census
W0467,Suptini,LGA023,Daibewo,29231.0,4332.0,Projected 2026 from 2006 census
W0469,Sokbedu,LGA023,Daibewo,140881.0,25427.0,Projected 2026 from 2006 census
W0472,Shayoshi,LGA023,Daibewo,56089.0,9385.0,Projected 2026 from 2006 census
W0491,Sokmiwa,LGA023,Daibewo,94379.0,13768.0,Projected 2026 from 2006 census
W0390,Ibayoma,LGA114,Yobrifa-West,69599.0,11796.0,Gridded population estimate 2024
W0403,Daizayi,LGA114,Yobrifa-West,46380.0,7872.0,Gridded population estimate 2024
W0429,Birriwa,LGA114,Yobrifa-West,128118.0,19638.0,Projected 2026 from 2006 census
W0440,Shaluja,LGA114,Yobrifa-West,42633.0,7718.0,Gridded population estimate 2024
W0450,Birnuwa,LGA114,Yobrifa-West,188455.0,28202.0,Projected 2026 from 2006 census
W0466,Sharishi,LGA114,Yobrifa-West,88072.0,15548.0,Projected 2026 from 2006 census
W0479,Katyodu,LGA043,Hanjile,,,Projected 2026 from 2006 census
W0497,Olujisa,LGA043,Hanjile,94135.0,14585.0,Projected 2026 from 2006 census
W0518,Umuwari,LGA043,Hanjile,91696.0,14631.0,Projected 2026 from 2006 census
W0532,Gwobeno,LGA043,Hanjile,54469.0,9658.0,Projected 2026 from 2006 census
W0538,Baurino,LGA043,Hanjile,51509.0,8208.0,Projected 2026 from 2006 census
W0545,Irowani,LGA043,Hanjile,127396.0,19076.0,Gridded population estimate 2024
W0441,Yobwani,LGA022,Daibama,26544.0,4449.0,Gridded population estimate 2024
W0446,Shashafa,LGA022,Daibama,90801.0,14081.0,Projected 2026 from 2006 census
W0456,Okebawo,LGA022,Daibama,65346.0,10973.0,Gridded population estimate 2024
W0475,Uzozafa,LGA022,Daibama,28734.0,5183.0,Gridded population estimate 2024
W0483,Birjili,LGA022,Daibama,84992.0,12908.0,Gridded population estimate 2024
W0500,Riytsina,LGA117,Zamjidu,156842.0,28330.0,Gridded population estimate 2024
W0505,Riywashi,LGA117,Zamjidu,39119.0,5976.0,Gridded population estimate 2024
W0516,Dailutu,LGA117,Zamjidu,21865.0,3909.0,Projected 2026 from 2006 census
W0524,Wurbali,LGA117,Zamjidu,68250.0,11686.0,Gridded population estimate 2024
W0525,Funzata,LGA117,Zamjidu,56220.0,8588.0,Gridded population estimate 2024
W0542,Bantsile,LGA073,Nasnadu,17779.0,3209.0,Projected 2026 from 2006 census
W0543,Ngeriba,LGA073,Nasnadu,14309.0,2466.0,Projected 2026 from 2006 census
W0548,Uzodushi,LGA073,Nasnadu,33925.0,5842.0,Projected 2026 from 2006 census
W0557,Adetsita,LGA073,Nasnadu,19311.0,2946.0,Projected 2026 from 2006 census
W0564,Katnawa,LGA073,Nasnadu,11116.0,1909.0,Projected 2026 from 2006 census
W0577,Daibano,LGA073,Nasnadu,37618.0,5539.0,Projected 2026 from 2006 census
W0611,Dairiwo,LGA036,Enumija,9132.0,1503.0,Projected 2026 from 2006 census
W0613,Supdesa,LGA036,Enumija,23259.0,4191.0,Gridded population estimate 2024
W0616,Ekejini,LGA036,Enumija,21152.0,3090.0,Projected 2026 from 2006 census
W0619,Malludu,LGA036,Enumija,27464.0,5014.0,Projected 2026 from 2006 census
W0620,Gwotsimi,LGA036,Enumija,28730.0,5267.0,Projected 2026 from 2006 census
W0550,Ngebasa,LGA077,Ngemidu,3763.0,584.0,Gridded population estimate 2024
W0567,Adenashi,LGA077,Ngemidu,,,Gridded population estimate 2024
W0574,Gwodeja,LGA077,Ngemidu,19357.0,2979.0,Gridded population estimate 2024
W0588,Kadsade,LGA077,Ngemidu,29096.0,5141.0,Projected 2026 from 2006 census
W0599,Malsharu,LGA077,Ngemidu,47299.0,8059.0,Projected 2026 from 2006 census
W0583,Yelwami,LGA119,Zammiyi,13065.0,1929.0,Gridded population estimate 2024
W0585,Dutdeyi,LGA119,Zammiyi,28158.0,4310.0,Projected 2026 from 2006 census
W0591,Oluzana,LGA119,Zammiyi,15334.0,2253.0,Projected 2026 from 2006 census
W0603,Gwonuri,LGA119,Zammiyi,16351.0,2626.0,Gridded population estimate 2024
W0604,Okewari,LGA119,Zammiyi,19350.0,2906.0,Projected 2026 from 2006 census
W0607,Ngetsiko,LGA119,Zammiyi,23816.0,4166.0,Gridded population estimate 2024
W0600,Agbmami,LGA040,Gwodewo,27160.0,3980.0,Projected 2026 from 2006 census
W0602,Yelshama,LGA040,Gwodewo,59006.0,10631.0,Projected 2026 from 2006 census
W0608,Supdedu,LGA040,Gwodewo,10065.0,1766.0,Projected 2026 from 2006 census
W0610,Ngejile,LGA040,Gwodewo,24367.0,4215.0,Gridded population estimate 2024
