facility_id,facility_name,facility_type,ward_name,lga_name,sen_district,state_name,ownership,longitude,latitude
HF00703,Tivluta Primary Health Centre,Primary Health Centre,Sokshano,Adekowo,Tivbetu South,Tivbetu State,Public,8.714223,11.590589
HF00497,Ekejiwa Health Post,Health Post,Kukbeja,Agbtsiko,Tivbetu North,Tivbetu State,Private,7.978348,9.937524
HF01085,Riybeno Primary Health Centre,Primary Health Centre,Baubama,Ekedeta East,Supwasa South,Supwasa State,Public,9.507048,11.547113
HF00569,Jostiyi Primary Health Centre,Primary Health Centre,Loksafa,Ibajija-South ,Tivbetu Central,Tivbetu State,Public,7.189703,10.771575
HF00616,Banmawo Comprehensive Health Centre,Comprehensive Health Centre,Daideno,Tivbani,Tivbetu Central,Tivbetu State,Public,7.62362,10.564237
HF00248,Wurwaru Health Post,Health Post,Ekezali,Yobkosa-South,Agbzatu North,Agbzatu State,Public,7.494263,7.59634
HF01213,Okejili Health Post,Health Post,Daizayi,Yobrifa West,Agbkeko Central,Agbkeko State,Public,9.070264,9.708487
HF900253,Ngemiba Health Post,Health Post,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Public,8.394384,7.88658
HF00490,Bausade Primary Health Centre,Primary Health Centre,Umunuta,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.463749,10.277329
HF00894,Shamade Primary Health Centre,Primary Health Centre,Yeldena,LOKSAYI,Uzojina South,Uzojina State,Public,8.315355,8.89229
HF00743,Yobmiba Primary Health Centre,Primary Health Centre,Daitsitu,Agbkotu-South,Uzojina North,Uzojina State,Public,8.495016,8.147641
HF00994,Birraja Primary Health Centre,Primary Health Centre,Irokoni,ZAMBANI,Supwasa Central,Supwasa State,Public,10.279417,10.901836
HF00459,Tamjiwo Primary Health Centre,Primary Health Centre,Kuktiwa,Umumayi,Agbzatu South,Agbzatu State,Public,7.633257,9.456743
HF00638,Riymiru Comprehensive Health Centre,Comprehensive Health Centre,Okeluwo,Tamlufa-East LGA,Tivbetu South,Tivbetu State,Public,8.553245,10.719561
HF00496,Irorako Cottage Hospital,Cottage Hospital,Eketiyi,AGBTSIKO,Tivbetu North,Tivbetu State,Public,7.973203,9.695171
HF00160,Supshade Primary Health Centre,Primary Health Centre,Birwari,Wurmashi,Kukrima Central,Kukrima State,Public,7.277172,9.966112
HF00780,Umumiru Primary Health Centre,Primary Health Centre,Riymano,Nassako-Central,Uzojina North,Uzojina State,Public,7.409559,8.275578
HF00256,Zamrata Comprehensive Health Centre,Comprehensive Health Centre,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Public,7.921323,8.365892
HF00630,Agbzade Health Post,Health Post,Katriwa,Joskeru,Tivbetu South,Tivbetu State,Public,8.390897,11.339983
HF01147,Shazale Health Post,Health Post,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Public,10.550423,9.439153
HF00218,Nasrani Health Post,Health Post,Irobade,Banluta,Kukrima South,Kukrima State,Public,6.100463,10.150814
HF00707,Sokshayi Health Post,Health Post,Agbkoli,Tivrafa-West ,Uzojina North,Uzojina State,Public,8.955445,7.646671
HF01204,Lokwata Primary Health Centre,Primary Health Centre,Suptini,DAIBEWO,Agbkeko Central,Agbkeko State,Public,9.339605,9.420845
HF00543,Birdewo Primary Health Centre,Primary Health Centre,Okedesa,Uzoberi,Tivbetu North,Tivbetu State,Public,8.841955,10.126361
HF00143,Baushani Health Post,Health Post,Lokngowa,Gwolama,Kukrima Central,Kukrima State,Public,6.915991,9.185069
HF00136,Yelyode Health Post,Health Post,Malsana,Gwolama,Kukrima Central,Kukrima State,Public,6.817994,9.514545
HF01098,Umuzadu Primary Health Centre,Primary Health Centre,Katluko,Baumiru,Supwasa South,Supwasa State,Public,9.02877,11.115224
HF01177,Dutbafa Comprehensive Health Centre,Comprehensive Health Centre,Malnumi,Maljiwo,Agbkeko North,Agbkeko State,Public,9.497099,9.123282
HF01245,Dutnata Primary Health Centre,Primary Health Centre,Yobwani,Daibama,Agbkeko Central,Agbkeko State,Public,9.154912,9.910187
HF00282,Wurkoma Comprehensive Health Centre,Comprehensive Health Centre,Jossafa,Malmaba,Agbzatu North,Agbzatu State,Public,7.744936,8.14884
HF00788,Ibadewa Health Post,Health Post,Daitisa,Nassako-Central,Uzojina North,Uzojina State,Public,8.580784,7.497792
HF00305,Baushadu General Hospital,General Hospital,Kuktsini,Hanraja,Agbzatu North,Agbzatu State,Public,7.501431,7.908779
HF01027,Yelmatu Primary Health Centre,Primary Health Centre,Wurbasa,Funkedu,Supwasa Central,Supwasa State,Faith-based,10.577629,11.270131
HF00539,Umunushi Primary Health Centre,Primary Health Centre,Supmita,Uzoberi,Tivbetu North,Tivbetu State,Faith-based,8.849711,10.173867
HF00342,Banluna Primary Health Centre,Primary Health Centre,Bannayi,Zamkeri ,Agbzatu Central,Agbzatu State,Faith-based,6.760362,8.967704
HF00662,Iromani Health Post,Health Post,Tivshana,Hanjiko,Tivbetu South,Tivbetu State,Public,8.516601,11.019014
HF01074,Dairaja Comprehensive Health Centre,Comprehensive Health Centre,Baurima,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.975258,10.731835
HF00258,Kukdetu Primary Health Centre,Primary Health Centre,Agbratu,Agbmita,Agbzatu North,Agbzatu State,Public,7.91,7.81
HF00098,Ibararu Comprehensive Health Centre,Comprehensive Health Centre,Hanlana,Yelkefa,Kukrima Central,Kukrima State,Public,7.339431,9.436547
HF00861,Olumawo Health Post,Health Post,Sharimi,Wurkota,Uzojina Central,Uzojina State,Public,9.282455,9.087383
HF00081,Wurdule Comprehensive Health Centre,Comprehensive Health Centre,Ibasashi,EKEJISA-NORTH,Kukrima North,Kukrima State,Public,5.699544,9.729066
HF01123,Nasnari Health Post,Health Post,Naslawa,Tivmama,Supwasa South,Supwasa State,Public,9.64695,11.091215
HF00982,Riylule Primary Health Centre,Primary Health Centre,Adesale,Zambani ,Supwasa Central,Supwasa State,Public,9.910613,11.210663
HF00099,Zambeshi Health Post,Health Post,Gwosani,Yelkefa,Kukrima Central,Kukrima State,Public,7.5895,9.428368
HF00118,Joswaba Health Post,Health Post,Zamyoru,Agbjide,Kukrima Central,Kukrima State,Private,6.572116,9.523416
HF01081,Nasmayi Primary Health Centre,Primary Health Centre,Tivnuta,Ekedeta-East,Supwasa South,Supwasa State,Public,9.488061,11.604106
HF00056,Olusari General Hospital,General Hospital,Kuknuno,Irolufa,Kukrima North,Kukrima State,Public,6.131007,9.973242
HF01317,Dutnaba Primary Health Centre,Primary Health Centre,Okewari,Zammiyi,Agbkeko South,Agbkeko State,Public,10.46656,10.186012
HF01056,Nasmali General Hospital,General Hospital,Wurtsiwa,Katdudu,Supwasa Central,Supwasa State,Public,10.114072,10.505125
HF00935,Wurrata Primary Health Centre,Primary Health Centre,Josmatu,Zamberi-North LGA,Uzojina South,Uzojina State,Public,8.680263,8.751563
HF00956,Soklata Health Post,Health Post,Daizaba,Nasrifa,Supwasa North,Supwasa State,Public,9.243193,10.648005
HF00996,Shadeli Cottage Hospital,Cottage Hospital,Irokoni,ZAMBANI,Supwasa Central,Supwasa State,Public,10.246834,10.87804
HF01297,Riybede Primary Health Centre,Primary Health Centre,Malludu,Enumija,Agbkeko South,Agbkeko State,Public,10.863171,10.078358
HF00120,Malrami General Hospital,General Hospital,Kadjisa,Agbjide,Kukrima Central,Kukrima State,Public,6.704085,9.374498
HF01143,Adeduni Health Post,Health Post,Bauyoyi,Sokmiri,Agbkeko North,Agbkeko State,Public,9.746433,8.988746
HF00973,Malluna Health Post,Health Post,Wurkele,Wuryona,Supwasa North,Supwasa State,Faith-based,9.811489,10.578971
HF00230,Tivsami Primary Health Centre,Primary Health Centre,Wurlawo,Enumade-West,Kukrima South,Kukrima State,Public,6.527888,10.282229
HF01275,Ibarana Primary Health Centre,Primary Health Centre,Uzodushi,Nasnadu,Agbkeko South,Agbkeko State,Public,9.941365,9.886431
HF00065,Agbrisa Comprehensive Health Centre,Comprehensive Health Centre,Joswaja,SHAJIMA,Kukrima North,Kukrima State,Public,6.135081,9.231325
HF00772,Birmili Comprehensive Health Centre,Comprehensive Health Centre,Uzosawo,Tamluni,Uzojina North,Uzojina State,Private,8.525022,7.911056
HF00544,Riytina Comprehensive Health Centre,Comprehensive Health Centre,Okedesa,Uzoberi,Tivbetu North,Tivbetu State,Public,8.967805,10.154681
HF01284,Enushafa Health Post,Health Post,Katnawa,Nasnadu,Agbkeko South,Agbkeko State,Public,10.045463,10.105296
HF00200,Daibawo Comprehensive Health Centre,Comprehensive Health Centre,Kukjimi,Umumitu,Kukrima South,Kukrima State,Public,6.864166,10.900675
HF00494,Tivderi Cottage Hospital,Cottage Hospital,Eketiyi,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.99,9.78
HF00880,Wurjide Primary Health Centre,Primary Health Centre,Jostsita,Olubani-South,Uzojina South,Uzojina State,Public,8.333424,8.594569
HF01131,Olurayi Primary Health Centre,Primary Health Centre,Kadzaru,Tivmama,Supwasa South,Supwasa State,Public,10.008208,11.477596
HF00619,Tammafa Health Post,Health Post,Daideno,Tivbani,Tivbetu Central,Tivbetu State,Public,7.568924,10.550798
HF00082,Yobrana Primary Health Centre,Primary Health Centre,Ibasashi,Ekejisa-North,Kukrima North,Kukrima State,Private,5.655149,9.628072
HF00413,Katwasa Health Post,Health Post,Zamlani,Iromashi,Agbzatu Central,Agbzatu State,Private,7.069807,8.492966
HF00201,Kadmade Primary Health Centre,Primary Health Centre,Ibanana,Adenaja,Kukrima South,Kukrima State,Public,6.738118,10.610027
HF00229,Kukkoyi Comprehensive Health Centre,Comprehensive Health Centre,Wurlawo,Enumade-West,Kukrima South,Kukrima State,Public,6.495369,10.279602
HF00855,Yelnule Primary Health Centre,Primary Health Centre,Wurtimi,WURKOTA,Uzojina Central,Uzojina State,Public,8.954704,8.513525
HF00344,Kadngoko Health Post,Health Post,Dutmili,Zamkeri,Agbzatu Central,Agbzatu State,Private,6.95,8.7
HF01260,Adeyowa General Hospital,General Hospital,Riytsina,ZAMJIDU,Agbkeko Central,Agbkeko State,Faith-based,9.508888,10.03343
HF00784,Sokrimi Health Post,Health Post,Uzorimi,Nassako-Central,Uzojina North,Uzojina State,Private,8.317521,7.294495
HF00505,Olukeko Cottage Hospital,Cottage Hospital,Banluba,Bauzani,Tivbetu North,Tivbetu State,Public,7.890172,10.501407
HF01099,Jostiri Primary Health Centre,Primary Health Centre,Katluko,Baumiru,Supwasa South,Supwasa State,Private,9.07046,11.200216
HF01163,Ngeluni Primary Health Centre,Primary Health Centre,Yobkema,Jostile,Agbkeko North,Agbkeko State,Private,10.143697,9.414559
HF00010,Irongole Comprehensive Health Centre,Comprehensive Health Centre,Oludeli,Katmaba,Kukrima North,Kukrima State,Public,5.701687,9.161474
HF00838,Ibakeja Primary Health Centre,Primary Health Centre,Supriyi,Dutkeni ,Uzojina Central,Uzojina State,Public,9.696847,8.418326
HF01174,Daingoyi Primary Health Centre,Primary Health Centre,Malnumi,Maljiwo ,Agbkeko North,Agbkeko State,Public,9.4965,9.130317
HF01065,Yeltima Primary Health Centre,Primary Health Centre,Umuyoba,OKEYORU-SOUTH,Supwasa Central,Supwasa State,Public,9.796443,10.791494
HF00583,Ngesami Primary Health Centre,Primary Health Centre,Funmidu,Irongori,Tivbetu Central,Tivbetu State,Public,7.702457,10.737229
HF00304,Josluja Primary Health Centre,Primary Health Centre,Dutkota,Hanraja,Agbzatu North,Agbzatu State,Public,7.425182,7.864777
HF00214,Bauladu Comprehensive Health Centre,Comprehensive Health Centre,Okenawa,Adenaja,Kukrima South,Kukrima State,Private,7.041731,10.641934
HF00911,Kadngoshi Cottage Hospital,Cottage Hospital,Yobnushi,Agbridu-West,Uzojina South,Uzojina State,Public,8.208013,9.211652
HF00088,Okemako Cottage Hospital,Cottage Hospital,Lokngodu,Ekejisa-North,Kukrima North,Kukrima State,Public,5.938353,9.729836
HF00582,Agbriyi Health Post,Health Post,Funmidu,Irongori,Tivbetu Central,Tivbetu State,Private,7.654234,10.685819
HF00672,Birlude Primary Health Centre,Primary Health Centre,Daimako,Hanjiko,Tivbetu South,Tivbetu State,Private,8.724419,10.909656
HF01043,Bannuli Health Post,Health Post,Wurngomi,Josmiba,Supwasa Central,Supwasa State,Public,10.650835,10.628476
HF00591,Ngekori Comprehensive Health Centre,Comprehensive Health Centre,Yelzafa,Irongori,Tivbetu Central,Tivbetu State,Public,7.87,10.66
HF01285,Daishasa Health Post,Health Post,Daibano,Nasnadu,Agbkeko South,Agbkeko State,Public,10.203595,10.229631
HF00910,Lokshana Health Post,Health Post,Hanwano,AGBRIDU-WEST,Uzojina South,Uzojina State,Private,8.189422,9.08186
HF00391,Tivtifa Primary Health Centre,Primary Health Centre,Oluketa,Enutifa,Agbzatu Central,Agbzatu State,Public,7.168547,7.926887
HF00721,Wurtsima Health Post,Health Post,Katbaru,Dutjiri LGA,Uzojina North,Uzojina State,Public,8.706286,8.311258
HF01269,Sokkesa Primary Health Centre,Primary Health Centre,Bantsile,Nasnadu,Agbkeko South,Agbkeko State,Public,9.888763,10.18315
HF00567,Gwonuli Comprehensive Health Centre,Comprehensive Health Centre,Oluyoko,Ibajija-South,Tivbetu Central,Tivbetu State,Public,7.2,10.91
HF00368,Agbjisa Health Post,Health Post,Okewako,Lokmata,Agbzatu Central,Agbzatu State,Private,6.626039,8.736826
HF00336,Umutsita Comprehensive Health Centre,Comprehensive Health Centre,Umubeli,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.289558,7.658991
HF00684,Umukeru Primary Health Centre,Primary Health Centre,Agbsama,Olujiwa,Tivbetu South,Tivbetu State,Public,8.30342,10.611765
HF00608,Ekenuna Primary Health Centre,Primary Health Centre,Ekekena,Ironama,Tivbetu Central,Tivbetu State,Public,7.45021,10.762142
HF00793,Yeljiko Primary Health Centre,Primary Health Centre,Gwobako,Nassako-Central,Uzojina North,Uzojina State,Public,8.89048,7.503743
HF00462,Riykota Health Post,Health Post,Nasnayi,Umumayi,Agbzatu South,Agbzatu State,Public,7.862228,9.412381
HF00654,Yobngoshi Health Post,Health Post,Funrashi,Ibamide,Tivbetu South,Tivbetu State,Public,8.246522,11.477482
HF00761,Zamsaru Primary Health Centre,Primary Health Centre,Riylale,Tamluni,Uzojina North,Uzojina State,Public,8.464619,7.839465
HF00069,Katjiyi Primary Health Centre,Primary Health Centre,Sokdema,Shajima,Kukrima North,Kukrima State,Public,5.991622,9.45229
HF00515,Shajino Primary Health Centre,Primary Health Centre,Nasbayi,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.273164,9.774455
HF01102,Riymani Primary Health Centre,Primary Health Centre,Joslaru,Loknaba,Supwasa South,Supwasa State,Public,8.877646,11.39921
HF01152,Umubesa Cottage Hospital,Cottage Hospital,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Private,10.507394,9.386771
HF00979,Adebedu Primary Health Centre,Primary Health Centre,Sokdeba,Zambani,Supwasa Central,Supwasa State,Public,9.8651,11.012778
HF00617,Ekejiyi Health Post,Health Post,Daideno,Tivbani,Tivbetu Central,Tivbetu State,Private,,
HF00995,Riyngodu Comprehensive Health Centre,Comprehensive Health Centre,Irokoni,Zambani,Supwasa Central,Supwasa State,Public,10.160937,10.926222
HF00692,Yellafa Cottage Hospital,Cottage Hospital,Okenatu,NASDUDU-NORTH,Tivbetu South,Tivbetu State,Public,8.057355,11.155358
HF00825,Sokbawo Primary Health Centre,Primary Health Centre,Adetsidu,Daishali-Central,Uzojina Central,Uzojina State,Private,9.230967,8.23195
HF00151,Naskoli Primary Health Centre,Primary Health Centre,Hanluta,Wurmashi,Kukrima Central,Kukrima State,Faith-based,7.36,10.14
HF00660,Yellano Primary Health Centre,Primary Health Centre,Tivshana,Hanjiko,Tivbetu South,Tivbetu State,Public,8.503773,10.984919
HF900014,Yellali PHC,Primary Health Centre,Maltsisa,Katmaba,Kukrima North,Kukrima State,Public,"5,698752","9,381432"
HF01129,Yelkemi Primary Health Centre,Primary Health Centre,Loktifa,Tivmama,Supwasa South,Supwasa State,Public,10.182685,11.552551
HF00281,Hansashi General Hospital,General Hospital,Jossafa,Malmaba,Agbzatu North,Agbzatu State,Public,7.765756,8.140065
HF00121,Bauwatu General Hospital,General Hospital,Wurdesa,Agbjide,Kukrima Central,Kukrima State,Private,,
HF00902,Daizale Health Post,Health Post,Banzashi,Hansatu,Uzojina South,Uzojina State,Private,8.822596,9.452789
HF00290,Zamrama Primary Health Centre,Primary Health Centre,Daisale,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.788012,7.394021
HF00479,Olumaru Cottage Hospital,Cottage Hospital,Yobbeko,Ngetija,Agbzatu South,Agbzatu State,Public,7.657602,9.11469
HF01178,Riysayi General Hospital,General Hospital,Hanlasa,Maljiwo,Agbkeko North,Agbkeko State,Public,9.544469,9.059718
HF00833,Hanngoma Comprehensive Health Centre,Comprehensive Health Centre,Hantima,Yeltsina,Uzojina Central,Uzojina State,Public,9.539544,8.899281
HF00832,Ekejiwo Comprehensive Health Centre,Comprehensive Health Centre,Hantima,Yeltsina,Uzojina Central,Uzojina State,Public,9.579981,8.969575
HF00510,Kukmaja Primary Health Centre,Primary Health Centre,Bannasa,Bauzani LGA,Tivbetu North,Tivbetu State,Public,8.031191,10.374378
HF01055,Baujiri Primary Health Centre,Primary Health Centre,Wurtsiwa,Katdudu,Supwasa Central,Supwasa State,Public,10.012807,10.446536
HF00785,Banwata Comprehensive Health Centre,Comprehensive Health Centre,Ngemiyi,Nassako Central,Uzojina North,Uzojina State,Public,8.533487,7.371664
HF00092,Baukowa Primary Health Centre,Primary Health Centre,Adelawa,YELKEFA,Kukrima Central,Kukrima State,Public,7.377988,9.715044
HF00835,Ibarako Primary Health Centre,Primary Health Centre,Dairili,Dutkeni,Uzojina Central,Uzojina State,Public,9.596073,8.626605
HF00776,Olutiko Primary Health Centre,Primary Health Centre,Bantsiko,TAMLUNI,Uzojina North,Uzojina State,Public,8.748026,7.721966
HF00423,Okesana Cottage Hospital,Cottage Hospital,Wurnude,Oketsifa,Agbzatu South,Agbzatu State,Public,7.959241,8.730055
HF00615,Riyduwa Comprehensive Health Centre,Comprehensive Health Centre,Shabani,Ironama,Tivbetu Central,Tivbetu State,Public,7.601149,10.788938
HF00257,Uzozana Primary Health Centre,Primary Health Centre,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Public,8.028324,8.318118
HF901326,Agbsaja PHC,Primary Health Centre,Yelshama,Gwodewo ,Agbkeko South,Agbkeko State,Public,10.55459,9.870037
HF00487,Daishatu Primary Health Centre,Primary Health Centre,Riyzama,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.416361,10.051751
HF900254,Agbmade PHC,Primary Health Centre,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Private,7.863119,8.300637
HF01277,Kadluli General Hospital,General Hospital,Uzodushi,Nasnadu,Agbkeko South,Agbkeko State,Private,9.906101,9.89263
HF00450,Funzafa Health Post,Health Post,Zamnawo,Daishako,Agbzatu South,Agbzatu State,Private,7.399633,8.90719
HF00335,Yobdeko Primary Health Centre,Primary Health Centre,Umubeli,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.282042,7.689059
HF00673,Kadyoni Health Post,Health Post,Baunata,Hanjiko,Tivbetu South,Tivbetu State,Public,8.780939,11.127303
HF00030,Hanlusa Cottage Hospital,Cottage Hospital,Baukeshi,Riylude-North,Kukrima North,Kukrima State,Public,6.2699,9.78267
HF01151,Wurngoyi Comprehensive Health Centre,Comprehensive Health Centre,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Public,10.559593,9.358575
HF00970,Lokritu Primary Health Centre,Primary Health Centre,Katraja,Wuryona,Supwasa North,Supwasa State,Public,9.721687,10.423517
HF00518,Dutsashi Primary Health Centre,Primary Health Centre,Nasbayi,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.192224,9.639157
HF900512,Oluyota PHC,Primary Health Centre,Adetsile,Bauzani,Tivbetu North,Tivbetu State,Public,8.1,10.52
HF900825,Sokbawo PHC,Primary Health Centre,Adetsidu,Daishali Central,Uzojina Central,Uzojina State,Private,9.230967,8.23195
HF00676,Ekeridu Cottage Hospital,Cottage Hospital,Ngeduru,Olujiwa,Tivbetu South,Tivbetu State,Private,7.898121,10.954963
HF00041,Kukzadu Primary Health Centre,Primary Health Centre,Uzobele,Riylude-North LGA,Kukrima North,Kukrima State,Public,6.473236,9.61267
HF00017,Ibamako Primary Health Centre,Primary Health Centre,Shaluri,Uzoluni,Kukrima North,Kukrima State,Public,5.866775,8.909237
HF01322,Fundeta Primary Health Centre,Primary Health Centre,Yelshama,Gwodewo,Agbkeko South,Agbkeko State,Public,10.481587,9.86026
HF00990,Riyshari General Hospital,General Hospital,Dailaba,Zambani LGA,Supwasa Central,Supwasa State,Public,,
HF01121,Olubeli Primary Health Centre,Primary Health Centre,Soknutu,Oluyofa,Supwasa South,Supwasa State,Public,9.336942,11.105304
HF01105,Ibasami Primary Health Centre,Primary Health Centre,Agbdeni,Loknaba,Supwasa South,Supwasa State,Public,9.026423,11.494417
HF00542,Agbdeja Primary Health Centre,Primary Health Centre,Yelnuba,Uzoberi,Tivbetu North,Tivbetu State,Public,8.907795,10.389694
HF00668,Yobbafa Health Post,Health Post,Katbeno,Hanjiko,Tivbetu South,Tivbetu State,Public,10.779479,8.691083
HF00645,Ibashani General Hospital,General Hospital,Ibayoja,TAMLUFA-EAST,Tivbetu South,Tivbetu State,Faith-based,8.74827,10.749672
HF00541,Iroyoshi Health Post,Health Post,Yelnuba,Uzoberi LGA,Tivbetu North,Tivbetu State,Public,8.758937,10.43891
HF00545,Ngenashi Primary Health Centre,Primary Health Centre,Okedesa,Uzoberi,Tivbetu North,Tivbetu State,Faith-based,8.91,10.15
HF01061,Gwobayi Health Post,Health Post,Daibefa,Katdudu,Supwasa Central,Supwasa State,Public,10.26702,10.634883
HF00897,Umuluyi Primary Health Centre,Primary Health Centre,Lokkona,Loksayi,Uzojina South,Uzojina State,Public,8.426733,9.025432
HF00451,Lokdushi Health Post,Health Post,Wurnuri,Daishako,Agbzatu South,Agbzatu State,Public,7.470794,8.702362
HF00250,Riymama Health Post,Health Post,Daizaru,Agbmita,Agbzatu North,Agbzatu State,Public,7.82337,8.006812
HF01203,Yobsashi General Hospital,General Hospital,Suptini,Daibewo,Agbkeko Central,Agbkeko State,Public,9.38731,9.419656
HF00602,Olubeyi Primary Health Centre,Primary Health Centre,Duttsija,Agblasa,Tivbetu Central,Tivbetu State,Faith-based,7.521693,10.210758
HF00610,Shalami Health Post,Health Post,Josnata,Ironama,Tivbetu Central,Tivbetu State,Public,7.580064,10.90938
HF00011,Funnuwo Health Post,Health Post,Oludeli,Katmaba,Kukrima North,Kukrima State,Faith-based,5.648793,9.306261
HF00757,Umuriwa Health Post,Health Post,Daiyona,Tamluni,Uzojina North,Uzojina State,Public,8.312096,7.821255
HF01025,Nasngotu Comprehensive Health Centre,Comprehensive Health Centre,Ngetiba,Funkedu,Supwasa Central,Supwasa State,Public,10.495448,11.155514
HF00891,Loktsiba Health Post,Health Post,Riyridu,Loksayi ,Uzojina South,Uzojina State,Public,8.19065,8.941948
HF00066,Loktsile Health Post,Health Post,Joswaja,SHAJIMA,Kukrima North,Kukrima State,Public,,
HF00999,Shanawo Health Post,Health Post,Uzomisa,Bautiru-West,Supwasa Central,Supwasa State,Public,10.431509,10.793258
HF01120,Sokdema Comprehensive Health Centre,Comprehensive Health Centre,Soknutu,Oluyofa,Supwasa South,Supwasa State,Private,9.393041,11.200785
HF00828,Irozaru Primary Health Centre,Primary Health Centre,Ngemili,Yeltsina,Uzojina Central,Uzojina State,Public,9.572571,8.68425
HF00783,Hanjifa Health Post,Health Post,Riymano,Nassako-Central,Uzojina North,Uzojina State,Public,8.428234,7.480305
HF01023,Aderade Cottage Hospital,Cottage Hospital,Gwonale,FUNKEDU,Supwasa Central,Supwasa State,Public,10.360787,11.059269
HF00724,Birngodu Health Post,Health Post,Katbaru,Dutjiri LGA,Uzojina North,Uzojina State,Public,0.687961,8.400106
HF00169,Funbami Comprehensive Health Centre,Comprehensive Health Centre,Aderimi,Zamtsiru,Kukrima South,Kukrima State,Public,6.39998,9.862026
HF00227,Hanrawo Primary Health Centre,Primary Health Centre,Wurlawo,Enumade-West,Kukrima South,Kukrima State,Public,6.591324,10.344154
HF00914,Supluna Comprehensive Health Centre,Comprehensive Health Centre,Gwojishi,Agbridu-West,Uzojina South,Uzojina State,Public,8.385701,9.11997
HF00194,Yellatu Primary Health Centre,Primary Health Centre,Zamkono,Umumitu,Kukrima South,Kukrima State,Public,6.721752,10.892784
HF00372,Adekoli Comprehensive Health Centre,Comprehensive Health Centre,Uzotishi,Lokmata,Agbzatu Central,Agbzatu State,Public,6.746916,8.790428
HF00971,Duttsiru Comprehensive Health Centre,Comprehensive Health Centre,Wurkele,Wuryona,Supwasa North,Supwasa State,Public,,
HF00509,Katmashi Comprehensive Health Centre,Comprehensive Health Centre,Yobnadu,Bauzani,Tivbetu North,Tivbetu State,Private,7.725137,10.236117
HF00296,Suprade General Hospital,General Hospital,Adejisa,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.808796,7.565334
HF00666,Enumano Primary Health Centre,Primary Health Centre,Sokyowa,Hanjiko,Tivbetu South,Tivbetu State,Public,8.618799,10.905515
HF00819,Enubawa Primary Health Centre,Primary Health Centre,Supngotu,Daishali-Central,Uzojina Central,Uzojina State,Public,9.204815,8.263696
HF00830,Tivrina Comprehensive Health Centre,Comprehensive Health Centre,Zamdena,Yeltsina,Uzojina Central,Uzojina State,Faith-based,9.54,8.81
HF01144,Ekelana Comprehensive Health Centre,Comprehensive Health Centre,Tivrana,LOKSHASA,Agbkeko North,Agbkeko State,Private,10.396754,9.058442
HF01301,Kukmawo Health Post,Health Post,Gwotsimi,Enumija,Agbkeko South,Agbkeko State,Public,10.819718,10.313852
HF01066,Ngetiwo Comprehensive Health Centre,Comprehensive Health Centre,Hantsishi,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.926922,10.841498
HF01141,Birzata Primary Health Centre,Primary Health Centre,Umuwako,Sokmiri,Agbkeko North,Agbkeko State,Public,9.758325,9.207863
HF01111,Olukomi Health Post,Health Post,Lokngode,Oluyofa LGA,Supwasa South,Supwasa State,Public,9.150012,11.448473
HF00144,Dailude General Hospital,General Hospital,Banrija,Wurmashi,Kukrima Central,Kukrima State,Public,7.110716,10.161562
HF01207,Ekewawo Health Post,Health Post,Sokbedu,DAIBEWO,Agbkeko Central,Agbkeko State,Public,9.33712,9.26231
HF00727,Yobjide Primary Health Centre,Primary Health Centre,Katmana,DUTJIRI,Uzojina North,Uzojina State,Public,8.806673,8.208086
HF00035,Shayosa Primary Health Centre,Primary Health Centre,Baulako,Riylude-North,Kukrima North,Kukrima State,Public,6.30289,9.608775
HF00142,Hantsiko Cottage Hospital,Cottage Hospital,Lokngowa,Gwolama,Kukrima Central,Kukrima State,Public,6.991348,9.183805
HF00333,Yobkoru Primary Health Centre,Primary Health Centre,Daidushi,Gwodele-South LGA,Agbzatu North,Agbzatu State,Public,8.194767,7.602103
HF01168,Daiketa Comprehensive Health Centre,Comprehensive Health Centre,Agbmama,Ngenuta-Central,Agbkeko North,Agbkeko State,Public,10.225214,8.529901
HF00419,Baunuwo Primary Health Centre,Primary Health Centre,Kadmaja,Oketsifa,Agbzatu South,Agbzatu State,Private,7.904583,8.697773
HF01175,Gwojima Primary Health Centre,Primary Health Centre,Malnumi,Maljiwo,Agbkeko North,Agbkeko State,Private,"9°33'05.6""E","9°10'20.9""N"
HF00399,Agbjiru Primary Health Centre,Primary Health Centre,Maldefa,Katrini,Agbzatu Central,Agbzatu State,Public,7.013449,8.422234
